URL,Title,Description,Keywords,Missing_Title,Missing_Description,Missing_Keywords
https://www.schmittchevrolet.com/new-vehicles/ev-vehicles/,EV Vehicles | Jack Schmitt Chevrolet of Wood River,No Description,No Keywords,0,1,1
https://www.schmittchevrolet.com/chevy-ev-test-drive/,Chevrolet EV Test Drive | Jack Schmitt Chevrolet of Wood River,No Description,No Keywords,0,1,1
https://www.schmittchevrolet.com/chevrolet-american-cancer-society/,Making Strides Against Breast Cancer | Jack Schmitt Chevrolet of Wood River,No Description,No Keywords,0,1,1
https://www.schmittchevrolet.com/thank-you-for-scheduling-your-test-drive/,Thank you for scheduling your test drive | Jack Schmitt Chevrolet of Wood River,"Your business is important to us. One of our representatives will respond to your inquiry shortly. In the meanwhile, feel free to continue your experience",No Keywords,0,0,1
https://www.schmittchevrolet.com/proudly-serving-st-louis-mo/,"Proudly Serving St. Louis, MO | Jack Schmitt Chevrolet of Wood River","For drivers in St. Louis, MO, Jack Schmitt Chevrolet of Wood River is the dealership you can trust for an unbeatable selection of vehicles and exceptional",No Keywords,0,0,1
https://www.schmittchevrolet.com/hours-and-directions/,Hours and Directions | Jack Schmitt Chevrolet of Wood River,"Get Hours and Directions to Jack Schmitt Chevrolet of Wood River, Near Granite City, Edwardsville, Alton, and St. Louis",No Keywords,0,0,1
https://www.schmittchevrolet.com/proudly-serving-granite-city/,Proudly Serving Granite City | Jack Schmitt Chevrolet of Wood River,"For drivers in Granite City, IL, Jack Schmitt Chevrolet of Wood River is your trusted source for all your automotive needs. Our dealership boasts an",No Keywords,0,0,1
https://www.schmittchevrolet.com/proudly-serving-edwardsville-il-shoppers/,Proudly Serving Edwardsville IL Shoppers | Jack Schmitt Chevrolet of Wood River,"If you’re in Edwardsville, IL, and searching for your next vehicle, Jack Schmitt Chevrolet of Wood River is your one-stop shop. We offer an extensive",No Keywords,0,0,1
https://www.schmittchevrolet.com/return-exchange-policy/,Return & Exchange Policy | Jack Schmitt Chevrolet of Wood River,This page is here to fulfill the requirements of Google Merchant Center.  We do not accept returns. We do not allow exchanges. All purchases are final.,No Keywords,0,0,1
https://www.schmittchevrolet.com/2025-chevrolet-trax/,2025 Chevrolet Trax Jack Schmitt Chevrolet of Wood River,No Description,No Keywords,0,1,1
https://www.schmittchevrolet.com/used-vehicles/priced-under-20k/,"Used Cars under $20,000 near Collinsville | Jack Schmitt Chevrolet of Wood River","Looking for a used car you'll love under $20,000? See photos of our affordable pre-owned cars, trucks and SUVs online now.",No Keywords,0,0,1
https://www.schmittchevrolet.com/under-30k-miles/,Under 30K Miles | Jack Schmitt Chevrolet of Wood River,No Description,No Keywords,0,1,1
https://www.schmittchevrolet.com/chevy-accessibility/,Accessibility that doesn't sacrifice style | Jack Schmitt Chevrolet of Wood River,"Chevrolet is always looking for clever, purposeful solutions to help drivers with disabilities and their caregivers get through their everyday. Contact Jack Schmitt Chevrolet of Wood River to learn more.",No Keywords,0,0,1
https://www.schmittchevrolet.com/proudly-serviing-collinsville-il/,Proudly Serviing Collinsville IL | Jack Schmitt Chevrolet of Wood River,"If you're in Collinsville, IL, and looking for your next vehicle, Jack Schmitt Chevrolet of Wood River is your go-to destination. Our dealership offers a",No Keywords,0,0,1
https://www.schmittchevrolet.com/used-suvs-for-sale-near-collinsville/,Used SUVs For Sale Near Collinsville | Jack Schmitt Chevrolet of Wood River,Discover Quality Used SUVs Near Collinsville at Jack Schmitt Chevrolet of Wood River Are you searching for a dependable and stylish used SUV near,No Keywords,0,0,1
https://www.schmittchevrolet.com/used-suvs-for-sale-near-granite-city/,Used SUVs For Sale Near Granite City | Jack Schmitt Chevrolet of Wood River,Find Top-Quality Used SUVs Near Granite City at Jack Schmitt Chevrolet of Wood Are you on the lookout for a reliable and stylish used SUV near Granite,No Keywords,0,0,1
https://www.schmittchevrolet.com/used-suvs-for-sale-near-edwardsville/,Used SUVs For Sale Near Edwardsville | Jack Schmitt Chevrolet of Wood River,Explore Top-Quality Used SUVs Near Edwardsville at Jack Schmitt Chevrolet of Wood River If you're in the market for a reliable and stylish used SUV near,No Keywords,0,0,1
https://www.schmittchevrolet.com/2024-chevrolet-silverado-ev/,2024 Chevrolet Silverado EV | Jack Schmitt Chevrolet of Wood River,No Description,No Keywords,0,1,1
https://www.schmittchevrolet.com/certified-service-oil-change/,"Chevrolet Oil Change Service in Wood River, IL","Is your Chevrolet in need of an oil change? Our Certified Service experts know your vehicle and will make sure you get the right oil for your car's make, model and mileage.",No Keywords,0,0,1
https://www.schmittchevrolet.com/certified-service-brakes/,Brake Service & Repair from Jack Schmitt Chevrolet of Wood River,"Contact Jack Schmitt Chevrolet of Wood River to Schedule Brake Service & Repair with the Certified Service Experts in Wood River, IL.",No Keywords,0,0,1
https://www.schmittchevrolet.com/certified-service-battery/,Battery Service & Replacement from Jack Schmitt Chevrolet of Wood River,"Contact Jack Schmitt Chevrolet of Wood River to Schedule Battery Service & Replacement with the Certified Service Experts in Wood River, IL.",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-tires/,Tire Center | Jack Schmitt Chevrolet of Wood River,The Certified Service experts at Jack Schmitt Chevrolet of Wood River are here to handle all of your tire needs. Come see us for your tire installation.,No Keywords,0,0,1
https://www.schmittchevrolet.com/used-trucks-for-sale/,Used Trucks For Sale | Jack Schmitt Chevrolet of Wood River,"Affordable, High-Quality Used Trucks in Wood River, IL Are you searching for affordable, reliable used trucks in or around Wood River, IL? Whether you're",No Keywords,0,0,1
https://www.schmittchevrolet.com/2025-chevrolet-silverado-1500/,2025 Chevrolet Silverado 1500 | Jack Schmitt Chevrolet of Wood River,"2025 Chevrolet Silverado 1500 – Built to Get the Job Done When you're searching for a truck that combines power, reliability, and comfort, the 2025",No Keywords,0,0,1
https://www.schmittchevrolet.com/2025-chevrolet-equinox/,2025 Chevrolet Equinox | Jack Schmitt Chevrolet of Wood River,"Drive Ahead with the 2025 Chevrolet Equinox Experience the perfect balance of reliability, capability, and style. The 2025 Chevrolet Equinox is built to",No Keywords,0,0,1
https://www.schmittchevrolet.com/2025-chevrolet-blazer/,2025 Chevrolet Blazer | Jack Schmitt Chevrolet of Wood River,"Check out the 2025 Chevy Blazer, known for its sporty design with noteworthy details such as glossy accents, available in-cabin leather, & modern technology.",No Keywords,0,0,1
https://www.schmittchevrolet.com/2025-chevrolet-silverado-ev/,2025 Chevrolet Silverado EV | Jack Schmitt Chevrolet of Wood River,The 2025 Chevy Silverado EV leads the charge with 440 miles of estimated range and innovative technology.,No Keywords,0,0,1
https://www.schmittchevrolet.com/protection-chevrolet/,Auto Protection Plans | Jack Schmitt Chevrolet of Wood River,Unexpected repairs can be costly. Learn more about the various protection plans available from Jack Schmitt Chevrolet of Wood River.,No Keywords,0,0,1
https://www.schmittchevrolet.com/my-rewards-chevrolet/,Rewards Program | Jack Schmitt Chevrolet of Wood River,Learn more about the Chevrolet Rewards Program available at Jack Schmitt Chevrolet of Wood River. Visit us today or call (618) 259-4900 for more information!,No Keywords,0,0,1
https://www.schmittchevrolet.com/pre-paid-maintenance-chevrolet/,Chevrolet Pre-Paid Maintenance | Jack Schmitt Chevrolet of Wood River,No Description,No Keywords,0,1,1
https://www.schmittchevrolet.com/protection-plan-chevrolet/,Chevrolet Protection Plan | Jack Schmitt Chevrolet of Wood River,Unexpected repairs can be costly. Learn more about the various protection plans available from Jack Schmitt Chevrolet of Wood River.,No Keywords,0,0,1
https://www.schmittchevrolet.com/gap-coverage-chevrolet/,Chevrolet GAP Coverage | Jack Schmitt Chevrolet of Wood River,Chevrolet GAP Coverage protects you from paying a loan on a vehicle that is a total loss. Learn more at Jack Schmitt Chevrolet of Wood River.,No Keywords,0,0,1
https://www.schmittchevrolet.com/tire-wheel-protection-chevrolet/,Chevrolet Tire & Wheel Protection Plan | Jack Schmitt Chevrolet of Wood River,"Check out the Tire & Wheel Protection Plans available from Chevrolet, and let Jack Schmitt Chevrolet of Wood River help you choose the right one for you.",No Keywords,0,0,1
https://www.schmittchevrolet.com/collision-and-body-shop/,Collision Service from the Experts | Jack Schmitt Chevrolet of Wood River,Get back on the road with quality collision repair. Let us help remove the stress at Jack Schmitt Chevrolet of Wood River today.,No Keywords,0,0,1
https://www.schmittchevrolet.com/ev-pre-paid-maintenance-chevrolet/,Chevrolet EV Pre-Paid Maintenance | Jack Schmitt Chevrolet of Wood River,No Description,No Keywords,0,1,1
https://www.schmittchevrolet.com/ev-protection-plan-chevrolet/,Chevrolet EV Protection Plan | Jack Schmitt Chevrolet of Wood River,No Description,No Keywords,0,1,1
https://www.schmittchevrolet.com/used-suvs-for-sale-in-wood-river/,Used SUVs For Sale In Wood River | Jack Schmitt Chevrolet of Wood River,"Find Your Perfect Used SUV at Jack Schmitt Chevrolet in Wood River Looking for reliable, high-quality SUVs at unbeatable prices? Jack Schmitt Chevrolet in",No Keywords,0,0,1
https://www.schmittchevrolet.com/used-pre-owned-suvs-near-alton/,Used & Certified Pre-Owned SUVs Near Alton | Jack Schmitt Chevrolet of Wood River,"Find Your Perfect Used SUV in Alton, IL Huge Selection. Incredible Value. Unmatched Quality. Looking for a reliable pre-owned SUV at an unbeatable price?",No Keywords,0,0,1
https://www.schmittchevrolet.com/proudly-serving-alton-il-residents/,"Proudly Serving Alton, IL Residents | Jack Schmitt Chevrolet of Wood River","Residents of Alton, IL, looking for a top-notch dealership experience can trust Jack Schmitt Chevrolet of Wood River for all their vehicle needs. We are",No Keywords,0,0,1
https://www.schmittchevrolet.com/frequently-asked-questions-about-shopping-for-a-used-pre-owned-vehicle/,Frequently Asked Questions About Shopping For A Used / Pre-Owned Vehicle | Jack Schmitt Chevrolet of Wood River,"Frequently Asked Questions About Shopping for Used Cars Buying a first car can feel overwhelming, especially if you're considering a used vehicle. With so",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/camaro/,"New Chevy Camaro for Sale in Wood River, IL","The Chevy Camaro puts a new spin on a classic sports car, and is now faster and more efficient than ever. Explore our available inventory now!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/malibu/,"New Chevy Malibu for Sale in Wood River, IL","The Chevy Malibu sedan can act as a WiFi hotspot on the road, topping off its impressive array of convenience features. Explore our available inventory now!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/chevrolet/,"New Chevrolet Vehicles for Sale in Wood River, IL",Browse pictures and detailed information about the great selection of new Chevrolet vehicles in the Jack Schmitt Chevrolet of Wood River online inventory.,No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/commercial/,"New Commercial Vehicles for Sale in Wood River, IL",Browse pictures and detailed information about the great selection of new commercial vehicles in the Jack Schmitt Chevrolet of Wood River online inventory.,No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/equinox/,"New Chevy Equinox for Sale in Wood River, IL","The Chevy Equinox is one of the most fuel efficient SUVs on the market, despite its powerful engine. Explore our available inventory now!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/trax/,"New Chevy Trax for Sale in Wood River, IL",The Chevy Trax is a small AWD SUV designed with city drivers in mind. Check out its rearview camera and built-in WiFi and explore our inventory now!,No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/bolt-euv/,New Chevy Bolt EUV For Sale in Wood River | Jack Schmitt Chevrolet of Wood River,"Discover the all-new Bolt EUV Electric Car offering available Super Cruise driving assistance, standard Dual Level Charging Cord and more. Inquire at Jack Schmitt Chevrolet of Wood River today!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/bolt-ev/,"New Chevy Bolt EV for Sale in Wood River, IL",The Chevy Bolt EV gives you every reason to drive electric from a beautifully sculpted exterior to its impressive performance. Explore our available inventory now!,No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/corvette/,"New Chevy Corvette for Sale in Wood River, IL",The new Chevy Corvette reintroduces the classic with enhanced performance and sleek new styling. Explore our available inventory now!,No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/corvette-eray/,"New Chevy Corvette E-Ray for Sale in Wood River, IL",The 2025 Chevy Corvette E-Ray is a hybrid performance vehicle designed for all-seasons made with eAWD capability and an electrically powered front axle.,No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/corvette-zr1/,"New Chevy Corvette ZR1 for Sale in Wood River, IL",The new Chevy Corvette reintroduces the ZR1 name with enhanced performance and sleek new styling. Experience precision design at Jack Schmitt Chevrolet of Wood River today.,No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/traverse/,"New Chevy Traverse for Sale in Wood River, IL",The Chevy Traverse boasts class-leading cargo volume in a midsize SUV your family will love. Explore our available inventory now!,No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/trailblazer/,"New Chevy Trailblazer for Sale in Wood River, IL","Spacious and bold, the trailblazer has enough room for your crew and cargo, without sacrificing style. Explore our available inventory now!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/blazer-ev/,"New Chevy Blazer EV for Sale in Wood River, IL","Blazer EV is the complete package with style, performance and technology. Available in multiple trims, colors and battery ranges. Explore our inventory today!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/equinox-ev/,"New Chevy Equinox EV for Sale in Wood River, IL","The first-ever all-electric 2024 Chevy Equinox EV is built with a balance of SUV capability, modern technology, & convenient features for your everyday life.",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/blazer/,"New Chevy Blazer for Sale in Wood River, IL","Available in three trims, the all-new Chevy Blazer has the attitude, design, and features that are perfect for your needs. Explore our available inventory now!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/traverse-limited/,New Chevy Traverse Limited for Sale in Wood River | Jack Schmitt Chevrolet of Wood River,"The 2024 Traverse Limited midsize SUV is equipped with innovative tech and safety features, spacious seating, and best-in-class cargo space. Explore our inventory now!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/silverado-2500/,"New Chevy Silverado 2500HD for Sale in Wood River, IL","The Chevy Silverado 2500HD is a dependable truck built for heavy-duty jobs. Tow up to 14,800 lbs with its standard VortecTM 6.0L V8. Explore our inventory!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/silverado-1500/,"New Chevy Silverado 1500 for Sale in Wood River, IL",The Chevy Silverado 1500 boasts V6 and V8 engine options and a quiet cabin equipped with the latest tech features. Explore our available inventory now!,No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/silverado-1500-ltd/,New Chevy Silverado 1500 LTD For Sale in Wood River | Jack Schmitt Chevrolet of Wood River,The Chevy Silverado 1500 LTD brings raw power and technology together for a combination capable enough to handle any job. Browse our inventory online today!,No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/colorado/,"New Chevy Colorado for Sale in Wood River, IL","The Chevy Colorado is spacious, surprisingly fuel efficient, and can haul just about anything. Explore our available inventory now!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/suburban/,"New Chevy Suburban for Sale in Wood River, IL","The Chevy Suburban has room for up to 9 passengers and an 8,000+ lb towing capacity. Explore our available inventory now!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/tahoe/,"New Chevy Tahoe for Sale in Wood River, IL","The Chevy Tahoe's fold-flat seats, class-leading fuel economy, and cutting-edge technology make it the perfect full-size SUV. Explore our available inventory now!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/express-cutaway/,"New Chevy Express Cutaway for Sale in Wood River, IL",The Chevrolet Express Cutaway Van comes equipped with a full frame design making it capable of handling a wide variety of upfit types. Explore our inventory now!,No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/express-cargo/,"New Chevy Express Cargo for Sale in Wood River, IL",The Chevy Express Cargo comes in 2500 and 3500 models that can be customized for your business's needs. Explore our available inventory now!,No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/express-passenger/,"New Chevy Express Passenger for Sale in Wood River, IL","With standard seating for 12 and optional seating for 15, the new Chevrolet Express Passenger van is ready to take you where you need to go. Explore our inventory now!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/silverado-ev/,"New Chevy Silverado EV for Sale in Wood River, IL","Silverado EV is the complete package with style, performance and technology. Available in multiple trims, colors and battery ranges. Explore our inventory today!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/silverado-hd/,"New Chevy Silverado HD Trucks for Sale in Wood River, IL","Available in several heavy duty options, the Chevrolet Silverado HD brings strength, dependability, and durability to any job. Explore our available inventory now!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/low-cab-forward/,"New Chevy Low Cab Forward for Sale in Wood River, IL","The Low Cab Forward has customizable options for cabs, engines, wheelbases and upfits that allow you to design the vehicle that meets your needs. Explore our inventory now!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/silverado-4500-hd/,"New Chevy Silverado 4500 HD for Sale in Wood River, IL","The Chevrolet Silverado 4500 HD brings strength, dependability, and durability to any job site. Explore our available inventory now!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/silverado-3500/,"New Chevy Silverado 3500HD for Sale in Wood River, IL",The Chevy Silverado 3500HD strength and confidence goes on for miles to haul the big loads with ease. Explore our available inventory now!,No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/silverado-3500-chassis-cab/,"New Chevy Silverado 3500 Chassis Cab for Sale in Wood River, IL",The Silverado 3500 Chassis Cab takes the power of the truck you trust and adds customization. Choose from a variety of upfit options. Explore our inventory!,No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/chevrolet-commercial/,"New Chevy Commercial Vehicles for Sale in Wood River, IL",Browse pictures and detailed information about the great selection of new Chevy commercial vehicles in the Jack Schmitt Chevrolet of Wood River online inventory.,No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/silverado/,"New Chevy Silverado Models for Sale in Wood River, IL",The Chevy Silverado line is filled with powerful and capable trucks with the latest tech features for Wood River drivers. Explore our inventory now!,No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/silverado-6500-hd/,"New Chevy Silverado 6500 HD for Sale in Wood River, IL","With excellent maneuverability and advanced technology, the Silverado 6500 HD was built for the toughest jobs. Explore our available inventory now!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/silverado-5500-hd/,"New Chevy Silverado 5500 HD for Sale in Wood River, IL","No matter how hard the task, the Silverado 5500 HD is ready to take on the needs of your business. Explore our available inventory today!",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/silverado-ld/,"New Chevy Silverado Limited for Sale in Wood River, IL",Browse our Chevrolet Silverado Limited inventory today!,No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/brightdrop-400/,"BrightDrop 400 for Sale in Wood River, IL","The Chevrolet BrightDrop is the all-purpose, all-electric walk-in van that can help make your business operations smooth and seamless. Engineered with drivers in mind, it offers multiple range options, generous interior cab space and tech-enabled driving that help make work efficient.",No Keywords,0,0,1
https://www.schmittchevrolet.com/new-vehicles/brightdrop-600/,"BrightDrop 600 for Sale in Wood River, IL","The Chevrolet BrightDrop is the all-purpose, all-electric walk-in van that can help make your business operations smooth and seamless. Engineered with drivers in mind, it offers multiple range options, generous interior cab space and tech-enabled driving that help make work efficient.",No Keywords,0,0,1
