Total Gross Profit,Back Gross Profit,Front Gross Profit,Buyer Postal Code,Inventory Type,Make,Model,Color
-453.5,202,-904.5,620402711,N,Chevrolet,Equinox,RED
2698.47,0,2449.47,620253654,U,Nissan,Sentra,BLUE
3445.75,800,2396.75,620341564,N,Chevrolet,Corvette,RED
3404.71,2263.86,891.85,620351327,N,Chevrolet,Trax,WHITE
2341.98,635.53,1457.45,622985578,U,Chevrolet,Equinox,SILVER
9293.19,2228.74,6815.45,614155036,U,GMC,Canyon,BLACK
-287.37,72.83,-609.2,622493210,N,Chevrolet,Trax,SILVER
2399.21,1126.31,1023.9,620023681,N,Chevrolet,Equinox,SILVER
3587.59,2413.32,925.27,620626858,U,Chevrolet,Equinox,
10102.21,1853,8000.21,622401739,U,Chevrolet,Camaro,SILVER
3995.53,1509.71,2236.82,620102529,N,Chevrolet,Silverado 1500,GRAY
5180.62,502,4429.62,622697218,U,GMC,Canyon,WHITE
7632.35,736.1,6647.25,62088,N,Chevrolet,Corvette,ORANGE
4148.84,1374.55,2525.29,620021728,U,Chevrolet,Cruze,BLUE
4339.29,1741.54,2348.75,620027395,U,Kia,Sorento,WHITE
2523.43,2212.53,61.9,620223452,N,Chevrolet,Traverse,GRAY
7110.21,1712.76,5148.45,618215333,U,Chevrolet,Silverado 1500,RED
6366.14,0,6117.14,622541122,U,Buick,Enclave,BLACK
5959.38,2126.78,3583.6,62088,U,Chevrolet,Silverado 1500,GREY
2503.82,55,2199.82,620025278,U,Ford,Mustang,SILVER
3502.45,0,3253.45,620406203,U,Chevrolet,Traverse,GRAY
4139.7,1186,2704.7,622256229,U,GMC,Acadia,RED
863.6,0,614.6,620121108,N,Chevrolet,Silverado 1500,RED
3684.18,1404.14,2031.04,630263568,U,Ford,F-250,WHTIE
5939.4,1967.26,3723.14,620101857,U,Chevrolet,Tahoe,BLACK
2015.96,48.5,1718.46,620241612,U,Ford,Escape,BLACK
4242.01,2618.46,1374.55,620311901,U,Buick,Regal,BLACK
3896.55,2159.28,1488.27,620352305,U,Chevrolet,Cruze,BLUE
5922.34,2251.22,3422.12,626262023,U,Chrysler,Pacifica,BLUE
2290.63,67.5,1974.13,610319419,U,Chevrolet,Impala,BLACK
15265.1,10268.88,4747.22,620161103,U,Chevrolet,Malibu,BLUE
5910.74,2748.48,2913.26,62037,U,Chevrolet,Traverse,BLUE
4155.72,0,3906.72,63119,U,Ford,Transit-350,SILVER
2097.72,0,1848.72,630334904,U,Dodge,Durango,WHITE
2093.86,0,1844.86,620351186,U,Chevrolet,Cruze,GREY
2274.9,0,2025.9,630172633,U,Infiniti,G37,BLUE
6417.39,3378.39,2790,620181513,U,GMC,Yukon,SILVER
3470.01,1285.79,1935.22,620351864,U,Chevrolet,Cruze,GOLD
4732.63,1957.46,2526.17,620241764,U,Chrysler,300,GREY
4935.64,2713.73,1972.91,620881282,U,Chevrolet,Cruze,RED
4682.74,2478.06,1955.68,620403564,U,Buick,Encore,WHITE
5075.78,299,4527.78,620024321,U,Chevrolet,Malibu,BLUE
5211.89,1378.91,3583.98,62063,U,Chevrolet,Traverse,BLACK
3873.92,1283.12,2341.8,622751528,U,Kia,Sorento,BLACK
2929.2,735.38,1944.82,622753462,U,Chevrolet,Traverse,GRAY
1619.41,0,1370.41,630695052,U,Chevrolet,Silverado 1500,BLACK
2594.62,1033.04,1312.58,628647157,U,Chevrolet,Equinox,RED
4124.54,726.51,3149.03,620241858,U,Chevrolet,Silverado 1500,BLUE
4934.47,704.97,3980.5,620023029,U,GMC,Sierra 1500,SILVER
3713.01,2660.98,803.03,620101505,U,Chevrolet,Blazer,RED
2655.15,1645.5,760.65,620241156,U,Chevrolet,Equinox,WHITE
3391.16,3126.36,-654.2,62095,N,Chevrolet,Trax,GRAY
3839.04,1688.89,1901.15,622493644,U,Dodge,Durango,SILVER
4284.88,2021.74,2014.14,620952118,U,Chevrolet,Silverado 1500,WHITE
3859.61,1253.1,2357.51,625682526,U,Chevrolet,Equinox,RED
767.69,1333.69,-815,620461081,N,Chevrolet,Equinox,BLUE
1039.21,160.59,629.62,631352712,U,Nissan,Sentra,RED
3698.52,0,3449.52,630361113,U,Chevrolet,Silverado,RED
5219.38,2330.03,2640.35,620101179,N,Chevrolet,Silverado 1500,BLACK
1856.5,657.48,950.02,630891002,U,Ford,Transit Connect,WHITE
4941.94,1368.28,3324.66,620562710,U,Ford,Explorer,BLACK
4934.52,739,3946.52,620952330,U,Chevrolet,Cruze,BLACK
2676.06,722.44,1704.62,620253805,U,Ford,Focus,GOLD
4861.78,338.7,4274.08,620691001,U,Dodge,Journey,ORANGE
3556.82,169.71,3138.11,620252463,U,Ford,F-250,BLACK
2512.33,810.88,1452.45,620101187,U,Chevrolet,Equinox,WHITE
1918.73,0,1669.73,622692172,U,Lexus,RX 350,GRAY
4410.65,1098.71,3062.94,62092,U,Chevrolet,Silverado 1500,RED
3132.45,3287.95,-404.5,620101025,N,Chevrolet,Equinox,RED
5096.67,2412.47,2435.2,629301848,U,Dodge,Charger,BLACK
3155.46,136.21,2770.25,620403423,U,Chevrolet,Silverado 1500,BLUE
2262.78,0,2013.78,626159752,U,Chevrolet,Malibu,SILVER
5289.25,0,5040.25,620021752,U,Chevrolet,Silverado 1500,BLUE
4877.53,501,4127.53,626773412,U,RAM,1500,MAROON
6848.7,2078.41,4521.29,622347608,U,Chevrolet,Silverado 1500,RED
3058.62,714.41,2095.21,630285471,U,Cadillac,XT4,WHITE
2558.36,59.81,2249.55,62034,U,Chevrolet,Silverado 1500,SILVER
4737.81,1549.67,2939.14,62018,U,Chevrolet,Silverado 1500,RED
3059.15,2261.2,548.95,620023156,N,Chevrolet,Trax,SILVER
4905.74,1227.34,3578.4,620881486,U,Chevrolet,Malibu,BLACK
3195.23,2300.73,645.5,620241760,N,Chevrolet,Colorado,BLACK
6249,1628.18,4371.82,620023869,U,GMC,Terrain,WHITE
4029.14,0,3780.14,630214474,U,Chevrolet,Tahoe,GRAY
3635.42,563.82,2822.6,620372131,N,Chevrolet,Silverado 2500HD,BLUE
4178.83,660.06,3269.77,620251139,U,Cadillac,XTS,WHITE
3552.82,0,3303.82,620141536,U,Chevrolet,Cruze,RED
5205.3,1217.16,3739.14,620461024,U,Chevrolet,Tahoe,RED
3926.64,761,3151.58,622322511,U,GMC,Terrain,BLACK
2233.41,201,1783.41,620954012,U,Chevrolet,Colorado,GRAY
4534.55,1273.1,3012.45,620181202,U,Chevrolet,Malibu,BLACK
5919.12,1464.67,4775.45,620882195,U,Chevrolet,Equinox,RED
6374.05,2545.51,4227.54,620405637,U,Honda,Accord,GRAY
5139.66,2205.98,2684.68,62234,U,Chevrolet,Malibu,BLUE
3850.57,1390.03,2211.54,620691504,U,Chevrolet,Malibu,GRAY
3472.97,2280.81,943.16,620753506,U,GMC,Acadia,GRAY
3371.37,580.16,2542.21,620841205,U,Ford,Fusion,GRAY
2703.35,1367.33,1087.02,620024909,U,Volkswagen,Passat,BLACK
278.63,498.21,-468.58,622751525,N,Chevrolet,Malibu,WHITE
3223.92,1172,1802.92,622203439,N,Chevrolet,Malibu,WHITE
4836.02,3380.27,1206.75,62018,N,Chevrolet,Colorado,GRAY
4664,438,3977,620241531,U,Chevrolet,Camaro,SILVER
3708.87,660.72,2799.15,620341213,U,Ford,Explorer,SILVER
3779,626.99,2903.01,620101400,U,Chevrolet,Colorado,WHITE
2811.99,1479.2,1083.79,620102317,U,GMC,Sierra 1500,WHITE
4518.65,1659.38,2610.27,620951309,U,Chevrolet,Equinox,GREY
3620.53,1772.99,1598.54,620626744,U,Buick,Enclave,GREY
4701.96,460,3992.96,620024124,U,Chevrolet,Malibu,GOLD
5867.98,3387.66,2231.32,620251500,U,GMC,Sierra 1500,BLACK
3838.65,165.03,3424.62,627127520,U,Nissan,Rogue,BLACK
5003.59,1584.1,3170.49,620121106,U,Chevrolet,Silverado 1500,BLACK
5047.53,556,4242.53,631363916,U,Chevrolet,Silverado 2500HD,WHITE
1676.04,409.59,1017.45,622942461,U,Chevrolet,Cruze,BLUE
4087.69,0,3838.69,622052809,U,Chevrolet,Impala,BLUE
6215.72,1378,4588.72,62048,U,Kia,Soul,BLACK
-297.68,152.52,-699.2,620022842,N,Chevrolet,Trax,SILVER
4123.8,256,3618.8,631064524,U,Kia,Sorento,BLACK
3524.76,0,3275.76,620241408,U,Toyota,Corolla,BLACK
5253.25,2500.27,2503.98,62095,U,Chevrolet,Traverse,SILVER
2483.24,0,2234.24,620121171,U,Volkswagen,Beetle,BLUE
5262.41,2612.52,2400.89,620121981,U,Chevrolet,Silverado 1500,SILVER
601.9,50,302.9,620255520,N,Chevrolet,Traverse,BLACK
7082.84,5019.63,1814.21,620255335,U,Chevrolet,Cruze,TAN
1183.95,140,794.95,620255263,N,Chevrolet,Equinox,SILVER
2094.35,0,1845.35,620841024,N,Chevrolet,Traverse,PEARL
4999.12,3527.53,1222.59,620241480,U,Chevrolet,Equinox,BLUE
3783.42,1907.84,1775.58,620881282,U,Chevrolet,Cruze,WHITE
3057.93,614.86,2194.07,620022260,U,Chevrolet,Cruze,BLACK
5388.13,1140.84,3998.29,633854562,U,RAM,1500,RED
4948.22,1039.21,1987.01,627077140,U,Ford,Explorer,BLUE
3242.52,430.31,2563.21,622344780,U,Chevrolet,Impala,WHITE
3148.62,0,2899.62,620023126,U,Infiniti,G37x,GRAY
3492.76,843.28,2400.48,620122837,U,Chevrolet,Cruze,SILVER
2907.87,0,2658.87,655591825,U,Chevrolet,Impala,
9678.54,759.48,1540.38,620024310,U,Dodge,Journey,BLACK
5411.73,1223.03,3939.7,620181354,U,Nissan,Maxima,GRAY
1712.33,609.13,854.2,626299757,N,Chevrolet,Silverado 1500,BLACK
3120.9,2232.59,639.31,630333244,N,Chevrolet,Trax,GRAY
4865.46,3357.76,1258.7,620331634,N,Chevrolet,Silverado 1500,WHITE
3505.6,3753.68,-497.08,620352230,N,Chevrolet,Malibu,CHERRY
2533.5,0,2284.5,62067,U,Chevrolet,Equinox,BLACK
3449.74,150,3050.74,62067,U,Chevrolet,Silverado 1500,WHITE
6694.33,2226,4219.33,62002,U,GMC,Acadia,WHITE
3732.7,1836.25,1647.45,62087,U,Chevrolet,Impala,BLUE
7821.74,3557.74,4015,62223,U,Chevrolet,Malibu,WHITE
3370.51,954.22,2761.09,47905,U,Chevrolet,Equinox,GRAY
6072.9,3045.83,2778.07,62025,U,GMC,Terrain,GRAY
2304.68,456.1,1599.58,622942313,U,Chevrolet,Silverado 1500,WHITE
5804.94,2951.24,2604.7,62010,U,GMC,Sierra 1500,BLACK
4949.1,3775.1,925,62002,N,Chevrolet,Trailblazer,BLUE
-141.87,102.71,-493.58,62025,N,Chevrolet,Malibu,WHITE
4392.93,86.51,4057.42,62024,U,Chevrolet,Silverado 1500,SILVER
3665.75,1614.08,1802.67,63104,U,Honda,Accord,SILVER
7014.97,3585.03,3180.94,62018,U,RAM,1500,BLUE
6799.38,4088.07,2462.31,62002,U,GMC,Sierra 1500,BLACK
3119.74,660.96,2209.78,63033,U,RAM,1500 Classic,WHITE
2807.82,913.67,1645.15,62010,U,Buick,Enclave,BROWN
4441.88,2445.17,1747.71,63801,U,Chevrolet,Blazer,RED
7086.69,0,6837.69,62040,U,Chevrolet,Tahoe,SILVER
4173.31,1566.81,2357.5,62095,U,Chevrolet,Malibu,GRAY
4395.33,2586.2,1560.13,62025,U,Chevrolet,Colorado,BLACK
4520.59,1597.9,2673.69,62281,U,Chevrolet,Silverado 1500,SILVER
8867.8,0,8618.8,63111,U,Kia,Sorento,BLACK
3172.29,0,2923.29,62864,U,Chevrolet,Camaro,
4326.28,1382.01,2695.27,620101738,U,Chevrolet,Equinox,GREEN
2968.79,2292.82,426.97,62089,U,Chevrolet,Cruze,BLACK
3525.65,595.2,2681.45,50211,U,GMC,Sierra 1500,SILVER
6081.09,3833.76,1998.33,62087,U,Chevrolet,Silverado 1500,GRAY
7167.42,2144.35,4774.07,62040,U,Buick,Encore,BLUE
2776.1,1094.59,1432.51,62095,U,Buick,Encore,WHITE
5171.98,2366.42,2556.56,62014,U,Cadillac,XT5,WHITE
2199.28,500,1450.28,62025,U,Chevrolet,Malibu,GREY
3706.9,1585.37,1872.53,62097,U,Chevrolet,Colorado,
3630.51,2469.47,912.04,620951552,N,Chevrolet,Blazer,BLACK
5936.19,0,5687.19,62040,U,Nissan,Juke,WHITE
2199.82,1786.37,164.45,62012,N,Chevrolet,Equinox,WHITE
1506.15,1971.65,-714.5,62025,N,Chevrolet,Equinox,BLUE
2464.68,1934.68,281,620405506,N,Chevrolet,Equinox,GRAY
5382.94,0,5133.94,62095,U,Chevrolet,Cruze,BLACK
2365.66,112.96,2252.7,62079,U,Ford,Edge,WHITE
6296.39,4457.49,1589.9,32433,N,Chevrolet,Silverado 2500HD,BLACK
8398.14,2948.69,5200.45,62030,U,Chevrolet,Cruze,SILVER
3436.38,2281.38,906,62087,N,Chevrolet,Camaro,BLACK
10456.6,5476.25,4731.35,62040,U,Chevrolet,Silverado 1500,WHITE
506.79,954.99,-697.2,62048,N,Chevrolet,Equinox,BLACK
2931.46,1632.66,1049.8,62024,N,Chevrolet,Silverado 1500,SILVER
5457.49,2233.76,2974.73,620024437,U,Chevrolet,Colorado,BLACK
7473.53,2249,4975.53,62035,U,Chevrolet,Traverse,WHITE
3738.04,2039.04,1450,62002,N,Chevrolet,Equinox,RED
3505.15,1043.66,2212.49,62012,U,GMC,Canyon,WHITE
3322.72,2164.35,909.37,620881025,U,Chevrolet,Traverse,WHITE
3823.01,250,5064,62207,U,Dodge,Ram 1500,RED
3040.62,0,2791.62,74450,U,Jeep,Wrangler Unlimited,YELLOW
808.85,0,559.85,62025,N,Chevrolet,Trax,WHITE
2904.19,687.13,1968.06,62088,U,Chevrolet,Cruze,WHITE
3062.4,1850,963.4,62035,N,Chevrolet,Colorado,RED
2817.29,0,2568.29,62650,U,Ford,F-150,SILVER
4432.32,3684.92,498.4,62002,N,Chevrolet,Spark,BLUE
1756.45,0,1507.45,62002,U,Chevrolet,Malibu,WHITE
2265.02,500,1516.02,62001,U,GMC,Terrain,SILVER
2449.27,235.96,1964.31,62035,U,Chevrolet,Traverse,SILVER
4402.94,1104.32,3049.62,62022,U,Ford,Fusion,BLUE
1794.15,0,1545.15,62040,U,Buick,Encore,PURPLE
5663.9,3811.5,1603.4,63033,N,Chevrolet,Trailblazer,RED
3953.49,2523.88,1180.61,62063,N,Chevrolet,Silverado 1500,WHITE
-870.67,152.03,-1271.7,62275,N,Chevrolet,Trax,GRAY
1744.29,0,1495.29,62024,U,Chevrolet,Cruze,GREY
3197.22,2306.47,641.75,62002,U,Chevrolet,Trax,SILVER
4576.6,660,4416.6,62040,U,Cadillac,XT5,WHITE
3633.14,2236.83,1147.31,62035,U,Chevrolet,Equinox,GRAY
2848.9,820.28,1779.62,62010,U,GMC,Terrain,BLUE
5276.89,3429.69,1598.2,62025,N,Chevrolet,Trax,BLUE
4492.06,2318.36,1924.7,62002,U,GMC,Terrain,GRAY
8150.92,1704.51,6197.41,62049,U,Ford,Escape,BLUE
1515.6,1956.1,-689.5,62084,N,Chevrolet,Equinox,BLUE
7287.94,1213.92,5825.02,62040,U,Chevrolet,Silverado 1500,WHITE
3691.37,1761.27,1681.1,622342318,N,Chevrolet,Silverado 1500,STEEL
166.52,0,-82.48,62025,N,Chevrolet,Sonic,BLUE
4770.82,3383.55,1138.27,62221,N,Chevrolet,Trax,GRAY
1569.41,35.39,1285.02,63122,U,Mazda,MX-5,GREEN
4141.27,856,3036.27,622052139,U,Chevrolet,Equinox,SILVER
2832.53,1352,1480.53,62269,N,Chevrolet,Camaro,ORANGE CRUSH
1245.21,0,996.21,62946,U,Ford,Transit-250,WHITE
1170.15,0,921.15,62946,U,Ford,Transit-250,WHITE
1497.57,700,548.57,620241531,U,Toyota,Camry,WHITE
5081.92,3589.86,1243.06,63377,U,Chevrolet,Silverado 3500HD,WHITE
4131.06,3065.56,816.5,62014,N,Chevrolet,Equinox,BLACK
4059.16,2503.76,1306.4,527615391,N,Chevrolet,Colorado,BLACK
6211.07,5397.21,564.86,62269,N,Chevrolet,Equinox,SILVER
954.84,660.34,45.5,620241014,N,Chevrolet,Equinox,RED
6293.39,1346.94,4697.45,62060,U,Chevrolet,Malibu,RED
6187.78,3201.51,2737.27,62086,U,Chevrolet,Equinox,RED
5561.33,1796,3516.33,63116,U,Chevrolet,Equinox,GREY
2107.46,140.78,1717.68,62040,U,Chevrolet,Cruze,GREEN
1604.96,1910.36,-554.4,62025,N,Chevrolet,Silverado 1500,BLUE
2633.91,1150.83,1234.08,62049,U,Chevrolet,Impala,GREY
2731.39,1176.35,1306.04,63389,U,Chevrolet,Silverado 1500,
4989.88,1292.14,3448.74,622692436,U,GMC,Acadia,GRAY
3395.05,1771.73,1374.32,631262612,U,Dodge,Durango,BLACK
5785.95,3154.5,2382.45,338102147,U,Chevrolet,Equinox,GREEN
5193,584,4360,622052523,U,Jeep,Cherokee,GRAY
4820.27,1060,3736.27,620951314,U,Chevrolet,Equinox,BROWN
3154.95,1567.7,1338.25,633762634,U,Ford,Escape,GREY
4640.21,1178.4,3212.81,620022914,U,Buick,Encore,RED
5489.5,2576.46,2664.04,620901118,U,Chevrolet,Traverse,GRAY
4987.77,2020.7,3288.07,620121125,U,GMC,Terrain,WHITE
2699.25,3478.35,-1028.1,620026032,N,Chevrolet,Equinox,BLACK
6016.9,3359.39,2408.51,620027374,U,Chevrolet,Equinox,BLACK
7981.9,3358.28,4374.62,620102243,U,Ford,Fusion,GRAY
4687.88,2326.37,2112.51,335660173,U,Chevrolet,Silverado 1500,BROWN
1522.54,2935.38,-1661.84,620971110,N,Chevrolet,Silverado 1500,BLACK
4286.97,1377.69,2660.28,620881553,U,Buick,Enclave,BLACK
1285.6,1128.2,-91.6,62025,N,Chevrolet,Traverse,SILVER
2131.13,0,1882.13,62056,U,Chevrolet,Colorado,WHITE
1038.6,926,-136.4,62025,N,Chevrolet,Equinox,BLACK
4779.22,1549.51,2980.71,62704,U,Chevrolet,Malibu,BLUE
131.95,401.63,-518.68,62025,N,Chevrolet,Malibu,BLACK
-2264.64,646.02,-3159.66,62025,N,Chevrolet,Bolt EV,BLUE
5876.9,5638.58,-10.68,620341831,N,Chevrolet,Malibu,WHITE
3562.26,500,2813.26,620240311,U,Chevrolet,Captiva Sport,SILVER
4812,5277.5,-714.5,620211733,N,Chevrolet,Equinox,GRAY
3230.92,3570.32,-588.4,62024,N,Chevrolet,Equinox,BLUE
5341.5,1189.64,3902.86,620102587,U,GMC,Sierra 1500,WHITE
3515.08,945.88,2320.2,620405951,N,Chevrolet,Colorado,BLUE
1981.4,0,1732.4,620252029,U,Toyota,Camry,WHITE
3051.23,2115.73,686.5,620029437,N,Chevrolet,Silverado 1500,RED
3605.61,1163.92,2192.69,620342959,U,Chevrolet,Silverado 1500,RED
3571.59,3298.09,24.5,620952230,N,Chevrolet,Equinox,ORANGE
5029.3,2178.1,2602.2,627023020,N,Chevrolet,Colorado,BLK
2870.17,144.42,2476.75,620023140,U,Chevrolet,Cruze Limited,BLUE
2464.27,1047.96,1167.31,620023110,N,Chevrolet,Equinox,GRAY
2046.14,0,1797.14,620121722,U,Chevrolet,Malibu,GRAY
1714.78,901,564.78,622344328,U,Chevrolet,Blazer,WHITE
587.51,174.49,164.02,620521036,N,Chevrolet,Traverse,WHITE
1545.43,1767.61,-471.18,62067,N,Chevrolet,Spark,BLACK
6811.75,3562.83,2999.92,62002,U,Chevrolet,Equinox,WHITE
5146.31,1548.69,3348.62,62087,U,Chrysler,Pacifica,GREY
5090.7,1529.25,3312.45,62035,U,Chevrolet,Volt,GRAY
1732.37,545.84,937.53,63379,U,Chevrolet,Traverse,GREY
3592.06,3802.91,-459.85,63031,N,Chevrolet,Silverado 1500,SILVER
5042.24,2125.55,2667.69,62221,U,Chevrolet,Tahoe,BLACK
4972.28,1932.01,2791.27,63376,U,Chevrolet,Equinox,SILVER
3961.2,1898.91,1813.29,620402965,U,Chevrolet,Cruze,GREY
4285.36,1723.22,2313.14,620351014,U,Chevrolet,Tahoe,BLACK
4593.69,2999.25,1345.44,62002,U,Chevrolet,Colorado,BLUE
4679.48,1579.36,2851.12,63102,U,Chevrolet,Cruze,RED
9481.62,2195,7037.62,63136,U,Ford,Fusion Hybrid,RED
1192.83,500,443.83,62002,U,Jeep,Wrangler,BLACK
2491.18,0,2242.18,620024634,U,Chevrolet,Equinox,BLACK
3798.55,623.22,2926.33,62002,U,Chevrolet,Equinox,WHITE
6979.64,2310.86,4419.78,62035,U,Ford,F-350,WHITE
2166.38,917.51,999.87,62002,U,Ford,Transit Connect,WHITE
6779,1365.41,5164.59,62024,U,Chevrolet,Silverado 1500,BLACK
1157.82,376.43,532.39,620523580,U,Chevrolet,Blazer,BLACK
2190.31,1788.14,153.17,62016,N,Chevrolet,Silverado 1500,WHITE
2153.7,0,1904.7,63834,U,RAM,1500,WHITE
5693.34,2919.64,2524.7,60150,U,GMC,Savana 2500,WHITE
1765.22,1472.74,43.48,630337011,N,Chevrolet,Traverse,SILVER
3611.94,1398.24,1964.7,622601929,U,Jeep,Grand Cherokee,BLACK
4200.19,2352.72,1598.47,622217617,U,Dodge,Journey,GREY
4817.6,935.85,3632.75,620252457,U,Chevrolet,Silverado 1500,RED
7073.85,1235.64,5589.21,620881109,U,Chevrolet,Avalanche,BLACK
5776.65,377.66,5149.99,622692540,U,Volkswagen,Passat,TAN
4869.11,1075,4320.11,63111,U,Chevrolet,Equinox,WHITE
7946.95,2613.97,5083.98,62014,U,Chevrolet,Traverse,GRAY
2072.51,2151.55,-328.04,62048,N,Chevrolet,Silverado 1500,SILVER
3608.52,3045.07,314.45,620023414,N,Chevrolet,Malibu,BLACK
4029.72,37.85,3742.87,620774472,U,Nissan,Rogue,GRAY
2093.62,500,1344.62,62002,U,Ford,Focus,BLUE
3137.44,600,2288.44,62258,U,Cadillac,XT5,WHITE
1947.74,0,1698.74,62051,U,Jeep,Liberty,MAROON
4548.53,1089.99,3209.54,630281152,U,Mitsubishi,Lancer,BLUE
1248.75,303.75,696,622216820,U,Chevrolet,Equinox,SILVER
4692.36,1476.27,2967.09,622492311,U,Nissan,Altima,BLUE
4563.04,951.26,3362.78,629511527,U,Chevrolet,Equinox,PEARL
251.4,0,2.4,646609134,N,Chevrolet,Silverado 1500,RED
1015.13,1327.17,-561.04,620091160,N,Chevrolet,Bolt EV,BLUE
3689.14,1925.38,1514.76,620283014,N,Chevrolet,Colorado,BLACK
4176.25,1564.16,2363.09,622362863,U,Chevrolet,Traverse,PEARL
4136.47,1655.34,2232.13,62014,U,Chevrolet,Colorado,GREY
4815.64,1396.87,3169.77,631113019,U,Dodge,Charger,RED
2283.25,0,2283.25,62223,U,Chevrolet,Avalanche 1500,WHITE
202.77,481.81,-528.04,620951614,N,Chevrolet,Silverado 1500,BLACK
2238.82,2032.04,-42.22,620311914,N,Chevrolet,Silverado 1500,BLACK
6079.52,394.85,5435.67,622053045,U,Chevrolet,Malibu,GOLD
4803.62,0,4554.62,622041118,U,GMC,Terrain,BLACK
3190.07,1742.43,1198.64,620101613,U,Chevrolet,Colorado,WHITE
707.17,427.38,30.79,620341496,U,Kia,Sorento,BROWN
4457.65,2478.37,1730.28,620142266,U,Chevrolet,Colorado,SILVER
2710.02,180.36,2280.66,620152309,U,Chevrolet,Sonic,ORANGE
5502.4,1225.5,4027.9,628592160,U,Ford,Explorer,SILVER
2472.88,485.9,1737.98,622461318,U,Chevrolet,Traverse,WHITE
801.17,1618.44,-1066.27,620561812,N,Chevrolet,Equinox,BLUE
3996.43,1409.9,2337.53,622941323,U,Chevrolet,Camaro,
5380.8,1178.32,3953.48,622942541,U,GMC,Sierra 2500HD,WHITE
3259.44,501.9,2508.54,620341425,U,Chevrolet,Tahoe,BLACK
-449.17,586.43,-1284.6,620863248,N,Chevrolet,Traverse,RED
6967.42,3087.08,3631.34,620405851,N,Chevrolet,Equinox,GREY
2403.4,562.6,1591.8,620890065,N,Chevrolet,Traverse,RED
2751.15,151,2351.15,622941001,U,Jeep,Liberty,RED
5014.52,3613.01,1152.51,62249,,Chevrolet,Trax,GRAY
4205.59,2493.28,1463.31,620254513,U,GMC,Terrain,BLACK
3080.03,1994.53,836.5,620351248,U,Chevrolet,Traverse,GREY
3138.19,480,2409.19,631241812,U,Chevrolet,Tahoe,SILVER
4824.87,1019.48,3556.39,620255865,U,Ford,Escape,BLACK
1815.2,0,1566.2,620353365,N,Chevrolet,Colorado,RED
5993.3,0,5744.3,630334571,U,Chevrolet,Corvette,WHITE
3366.19,174,2943.19,620671038,U,Chevrolet,Equinox,BEIGE
3289.17,1687.19,1352.98,620121979,U,Chevrolet,Trax,GRAY
5462.77,3129.56,2084.21,620181243,U,Chevrolet,Cruze,BLUE
3998.22,2429.12,1320.1,62035,U,Chevrolet,Traverse,BLACK
7927.32,2827.28,4851.04,631365609,U,Ford,Mustang,BLUE
-934.48,0,-1183.48,620952148,N,Chevrolet,Equinox,RED
5971.16,1069.3,4652.86,622344705,U,Kia,Sorento,RED
6152.55,2014.9,3888.65,622231330,U,RAM,1500,BLUE
1360.4,0,1111.4,620671580,N,Chevrolet,Tahoe,PEARL
-179.36,1,-429.36,620253823,U,Chevrolet,Spark,BLUE
1401.93,0,1152.93,62024,N,Chevrolet,Trailblazer,RED
459.37,0,210.37,63043,N,Chevrolet,Silverado 1500,BLUE
5575.35,2482.09,2844.26,624712349,U,Chevrolet,Malibu,GRAY
3844.36,3727.4,-132.04,622631154,N,Chevrolet,Traverse,WHITE
5553.27,2065.52,3238.75,62018,U,Chevrolet,Silverado 1500,RED
2712.32,301.3,2162.02,620352607,U,Chevrolet,Traverse,WHITE
8179.79,2719.34,4487.45,620025537,U,Chevrolet,Colorado,BLUE
5345.04,2190.75,2905.29,62010,U,Chevrolet,Cruze,BLACK
6571.41,2399.6,3922.81,620023636,U,Kia,Forte,WHITE
6302.22,150,5903.22,630252178,U,Honda,Civic,GRAY
3241,201,2791,62095,U,Kia,Sorento,GRAY
2308.62,0,2059.62,620561342,U,Buick,Envision,WHITE
2717.14,0,2468.14,46231,U,Chevrolet,Suburban,GREY
1483.7,0,1234.7,622318452,U,Cadillac,XT5,WHITE
155.46,0,-93.54,627022825,N,Chevrolet,Traverse,WHITE
10476.42,0,10227.42,620972217,U,Dodge,Challenger,WHITE
2275.72,1758.76,267.96,620027122,N,Chevrolet,Traverse,BLACK
3926.84,1328.02,2349.82,622062213,U,GMC,Terrain,WHITE
2024.79,1262.4,513.39,620255744,U,Chevrolet,Traverse,BLACK
1738.3,1349.01,140.29,620021940,N,Chevrolet,Equinox,BLUE
2697.88,1851.31,597.57,620027640,N,Chevrolet,Traverse,WHITE
9988.62,2310,7429.62,620951654,U,Mazda,CX-5,BLACK
5219.01,2835.52,2134.49,620871710,U,Chevrolet,Traverse,GOLD
56.69,0,-192.31,620255517,N,Chevrolet,Trailblazer,BLUE
2546.45,0,2297.45,620181540,U,Chevrolet,Equinox,SILVER
4414.81,1899.54,2266.27,62095,U,Chevrolet,Equinox,SILVER
3145.95,1768.16,1128.79,281461230,U,Chevrolet,Colorado,STEEL
2961.08,1827.96,884.12,62097,N,Chevrolet,Trailblazer,PEARL
5907.76,2048.9,3609.86,622315405,U,GMC,Sierra 1500,WHITE
1388.91,1869.68,-729.77,620626639,N,Chevrolet,Equinox,SILVER
2883.06,1315.81,1318.25,622694115,N,Chevrolet,Tahoe,GRAY
2320.5,1871.85,769.65,620331716,N,Chevrolet,Malibu,WHITE
-248.1,201,-698.1,62048,N,Chevrolet,Traverse,RED
566.46,1726.65,-1409.19,620481308,N,Chevrolet,Sonic,BLUE
