"ID","ID2","Item title","Final URL","Image URL","Item subtitle","Item description","Item category","Price","Sale price","Contextual keywords","Item address","Tracking template","Custom parameter","Final mobile URL"
"1GKKNML41PZ227837","2137059449","2023 GMC Acadia SLT","https://www.schmittchevrolet.com/VehicleDetails/1GKKNML41PZ227837","https://cdn.getauto.com/photos/3/156863/1c/1GKKNML41PZ227837-1c.jpg","At your Wood River dealership","This 2023 GMC Acadia SLT is a state-of-the-art motorcar that has been meticulously crafted to provide superior performance and comfort. Boasting a 2.0 liter 4 cylinder turbocharged engine, this vehicle offers superior fuel efficiency and power, with 11,962 miles already driven. The vehicle's striking volcanic red tintcoat exterior and jet black interior are sure to turn heads, while its 5 out of 5 star crash test rating ensures safety and peace of mind. Features such as touch screen display, Bluetooth audio connection, blind spot sensor, navigation system with voice recognition, navigation with touch screen display, Bluetooth phone connectivity, and leather-trimmed seats make this car truly one-of-a-kind.","SUV","32790 USD","32790 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"3GNAXKEG4RL270552","2137068200","2024 Chevrolet Equinox LT","https://www.schmittchevrolet.com/VehicleDetails/3GNAXKEG4RL270552","https://cdn.getauto.com/photos/3/156863/1c/3GNAXKEG4RL270552-1c.jpg","At your Wood River dealership","The Chevrolet Equinox LT is a 2024 model that has been crafted with the latest automotive technology. It features a 1.5 liter 4 cylinder engine with a turbocharged powertrain, providing a powerful yet fuel-efficient drive. The vehicle's lakeshore blue metallic exterior and jet black premium cloth seat trim interior give it a sleek and modern look, while its 5 out of 5 star crash test rating ensures safety and peace of mind. With its impressive combination of performance, style, and safety, the Chevrolet Equinox LT is sure to be a popular choice for drivers looking for a reliable and efficient motorcar in the future.","SUV","32490 USD","28990 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"3TMCZ5AN3JM140245","2137073528","2018 Toyota Tacoma SR5 V6","https://www.schmittchevrolet.com/VehicleDetails/3TMCZ5AN3JM140245","https://cdn.getauto.com/photos/3/156863/1c/3TMCZ5AN3JM140245-1c.jpg","At your Wood River dealership","This vehicle is a 2018 Toyota Tacoma SR5 V6 Double Cab 4x4 with 65,154 miles. It is equipped with a 3.5 liter 6 cylinder engine, fuel injected, and has a crash test rating of 4 out of 5 stars. It has a Barcelona Red Metallic exterior and a black/red interior. It also includes touch screen display, Bluetooth audio connection, hill start assist, part time four wheel drive, and Bluetooth phone connectivity. This automobile is sure to turn heads on the road and provide you with reliable transportation.","Pickup","29990 USD","29990 USD","Wood River car dealers; Pickups for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1GAZGNFP8P1158846","2137085204","2023 Chevrolet Express LS 3500","https://www.schmittchevrolet.com/VehicleDetails/1GAZGNFP8P1158846","https://cdn.getauto.com/photos/3/156863/1c/1GAZGNFP8P1158846-1c.jpg","At your Wood River dealership","This 2023 Chevrolet Extended Van Express LS 3500 is a remarkable automobile. It has been driven 15,370 miles and is equipped with a 4.3 liter 6 cylinder engine, fuel injected engine, and RWD. The vehicle's summit white exterior and medium pewter interior make it stand out from the crowd. It also has hill start assist, making it easy to get started on any terrain. This vehicle is sure to turn heads wherever it goes!","Extended Van","52990 USD","52990 USD","Wood River car dealers; Extended Vans for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1C4PJMDN2ND509919","2137085208","2022 Jeep Cherokee Limited","https://www.schmittchevrolet.com/VehicleDetails/1C4PJMDN2ND509919","https://cdn.getauto.com/photos/3/156863/1c/1C4PJMDN2ND509919-1c.jpg","At your Wood River dealership","This 2022 Jeep Cherokee Limited is a vehicle that is sure to turn heads. Boasting a low mileage of 17,059 miles, this SUV 4x4 has been meticulously maintained and is ready to hit the road. It features a 2.0 liter 4 cylinder turbocharged engine with a bright white clearcoat exterior and a black interior. It has been given a crash test rating of 4 out of 5 stars, making it one of the safest vehicles on the road today. It also comes equipped with a number of features such as touch screen display, Bluetooth audio connection, blind spot sensor, hill start assist, on demand four wheel drive, Apple Carplay ready, Bluetooth phone connectivity, and premium leather seats. This vehicle is sure to turn heads wherever it goes!","SUV","31490 USD","31490 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1G1JG6SB8L4131104","2137092465","2020 Chevrolet Sonic LT","https://www.schmittchevrolet.com/VehicleDetails/1G1JG6SB8L4131104","https://cdn.getauto.com/photos/3/156863/1c/1G1JG6SB8L4131104-1c.jpg","At your Wood River dealership","This 2020 Chevrolet Sonic LT Hatchback is a reliable and efficient motorcar. With low mileage of 29,886 miles, this vehicle is powered by a 1.4 liter 4 cylinder engine with sequential port fuel injection and FWD capabilities. It has a summit white exterior and jet black/dark titanium interior, giving it a sleek and modern look. It has been given a crash test rating of 5 out of 5 stars, making it one of the safest cars on the road today. Additionally, it features hill start assist for added safety and convenience. This vehicle is sure to make any driver feel safe and secure on the road.","Hatchback","16090 USD","16090 USD","Wood River car dealers; Hatchbacks for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1GNEVHKW7PJ216415","2137095160","2023 Chevrolet Traverse LT Leather","https://www.schmittchevrolet.com/VehicleDetails/1GNEVHKW7PJ216415","https://cdn.getauto.com/photos/3/156863/1c/1GNEVHKW7PJ216415-1c.jpg","At your Wood River dealership","This 2023 Chevrolet SUV 4x4 Traverse LT Leather is a marvel of automotive engineering. Boasting a 3.6 liter 6 cylinder engine with fuel injection, this vehicle has been driven 10,041 miles and has a black metallic exterior with a jet black interior. It has a 5 out of 5 star crash test rating and features such as a touch screen display, Bluetooth audio connection, blind spot sensor, and Bluetooth phone connectivity. With its combination of power, safety, and luxury, this car is sure to turn heads wherever it goes.","SUV","41490 USD","41490 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1GNERJKW1PJ207124","2137095159","2023 Chevrolet Traverse RS","https://www.schmittchevrolet.com/VehicleDetails/1GNERJKW1PJ207124","https://cdn.getauto.com/photos/3/156863/1c/1GNERJKW1PJ207124-1c.jpg","At your Wood River dealership","This vehicle is a 2023 Chevrolet SUV Traverse RS, with a 3.6 liter 6 cylinder engine and fuel injection. It has a mosaic black metallic exterior and a jet black/spice red interior. It has a 4 out of 5 star crash test rating and features such as blind spot sensor, navigation system with voice recognition, and navigation with touch screen display. This motorcar has driven 10,980 miles and is sure to turn heads on the road.","SUV","40790 USD","40790 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"KL77LJE24RC033730","2137095161","2024 Chevrolet Trax RS","https://www.schmittchevrolet.com/VehicleDetails/KL77LJE24RC033730","https://cdn.getauto.com/photos/3/156863/1c/KL77LJE24RC033730-1c.jpg","At your Wood River dealership","This vehicle is a 2024 Chevrolet Trax RS, a crossover with a 1.2 liter 3 cylinder engine and turbocharged power. It has driven 10,270 miles and is powered by a fuel economy of 28 mpg in the city and 32 mpg on the highway. The exterior of the car is a crimson metallic color and it has a jet black interior with leather seats. Vehicle features include touch screen display, Bluetooth audio connection, hill start assist, Bluetooth phone connectivity, and Bluetooth audio connection. This car is sure to turn heads on the road!","Wagon","27190 USD","27190 USD","Wood River car dealers; Wagons for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1G1JG6SB2L4119255","2137108822","2020 Chevrolet Sonic LT","https://www.schmittchevrolet.com/VehicleDetails/1G1JG6SB2L4119255","https://cdn.getauto.com/photos/3/156863/1c/1G1JG6SB2L4119255-1c.jpg","At your Wood River dealership","This 2020 Chevrolet Sonic LT Hatchback is a reliable and efficient vehicle that offers a crash test rating of 5 out of 5 stars and low mileage of 13,189 miles. It is powered by a 1.4 liter 4 cylinder engine with sequential port fuel injection and has a nightfall gray metallic exterior with a jet black/dark titanium interior. The vehicle also features touch screen display, Bluetooth audio connection, hill start assist, Apple Carplay ready, and Bluetooth phone connectivity for added convenience. Safety features include a 5 star crash test rating and low emissions for added peace of mind. This vehicle is sure to make any driver feel safe and secure on the road.","Hatchback","16590 USD","16590 USD","Wood River car dealers; Hatchbacks for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1GCHSCEA1M1275554","2137108823","2021 Chevrolet Colorado LT","https://www.schmittchevrolet.com/VehicleDetails/1GCHSCEA1M1275554","https://cdn.getauto.com/photos/3/156863/1c/1GCHSCEA1M1275554-1c.jpg","At your Wood River dealership","This 2021 Chevrolet Colorado LT Extended Cab Pickup is a reliable and safe vehicle that has been driven 38,369 miles. It is powered by a 2.5 liter 4 cylinder engine with fuel injection and has a summit white exterior with a black interior. It has a crash test rating of 4 out of 5 stars and features such as a touch screen display, Bluetooth audio connection, hill start assist, Apple Carplay ready, and Bluetooth phone connectivity. This car is sure to make any driver feel safe and secure on the road.","Pickup","22990 USD","22990 USD","Wood River car dealers; Pickups for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1GCHSCEA5M1250169","2137108825","2021 Chevrolet Colorado LT","https://www.schmittchevrolet.com/VehicleDetails/1GCHSCEA5M1250169","https://cdn.getauto.com/photos/3/156863/1c/1GCHSCEA5M1250169-1c.jpg","At your Wood River dealership","This 2021 Chevrolet Colorado LT Extended Cab Pickup is a reliable and safe vehicle. It has a 4x2 2.5 liter 4 cylinder engine with fuel injection and a black exterior. It has a crash test rating of 4 out of 5 stars and features such as a touch screen display, Bluetooth audio connection, hill start assist, Apple Carplay ready, and Bluetooth phone connectivity. With 48,821 miles driven, this car is sure to provide many years of reliable service. Whether you're looking for a reliable car for your daily commute or a weekend getaway, this car has it all!","Pickup","24490 USD","24490 USD","Wood River car dealers; Pickups for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1GNESZKW7RJ137490","2137118851","2024 Chevrolet Traverse Limited Premier","https://www.schmittchevrolet.com/VehicleDetails/1GNESZKW7RJ137490","https://cdn.getauto.com/photos/3/156863/1c/1GNESZKW7RJ137490-1c.jpg","At your Wood River dealership","The 2024 Chevrolet Traverse Limited Premier is a state-of-the-art motorcar that has been designed to take the automotive world by storm. Boasting a powerful 3.6 liter 6 cylinder engine with fuel injection, this vehicle is equipped with FWD capabilities and boasts an iridescent pearl tricoat exterior with a jet black perforated leather-appointed seat trim interior. With its advanced technology and luxurious features, this car is sure to turn heads wherever it goes.","SUV","52585 USD","49835 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"ZACNJDB10NPN66447","2137121008","2022 Jeep Renegade Latitude","https://www.schmittchevrolet.com/VehicleDetails/ZACNJDB10NPN66447","https://cdn.getauto.com/photos/3/156863/1c/ZACNJDB10NPN66447-1c.jpg","At your Wood River dealership","This 2022 Jeep Renegade Latitude is a high-quality automobile that offers a comfortable ride and plenty of power. It has a 1.3 liter 4 cylinder engine with turbocharged capabilities, and low mileage of 14,963 miles. The exterior is a stunning ski gray and black color, while the interior features a luxurious gray/black color combination. This car has been given a crash test rating of 4 out of 5 stars, so you can be sure that it is safe and secure while on the road. It also comes with a variety of features such as touch screen display, Bluetooth audio connection, blind spot sensor, hill start assist, on demand four wheel drive, Apple Carplay ready, navigation system with voice recognition, and Bluetooth phone connectivity. This vehicle is sure to turn heads wherever it goes!","SUV","23290 USD","23290 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1FMCU9NA4PUA38384","2137121022","2023 Ford Escape ST-Line Select","https://www.schmittchevrolet.com/VehicleDetails/1FMCU9NA4PUA38384","https://cdn.getauto.com/photos/3/156863/1c/1FMCU9NA4PUA38384-1c.jpg","At your Wood River dealership","This vehicle is a 2023 Ford Escape ST-Line Select, an all-wheel drive with a low mileage of 96 miles. It is equipped with a 2.0 liter 4 cylinder engine and turbocharged powertrain, making it an efficient and powerful motorcar. The exterior of the car is gray metallic and the interior is upholstered in an ebony with red stitching design. It has a crash test rating of 5 out of 5 stars, making it one of the safest cars on the market today. Additionally, this motorcar comes with features such as blind spot sensor, hill start assist, and on demand four wheel drive, making it an all-in-one package for any driver.","SUV","33590 USD","33590 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"KL79MTSL6NB044808","2137130077","2022 Chevrolet Trailblazer RS","https://www.schmittchevrolet.com/VehicleDetails/KL79MTSL6NB044808","https://cdn.getauto.com/photos/3/156863/1c/KL79MTSL6NB044808-1c.jpg","At your Wood River dealership","This 2022 Chevrolet Trailblazer RS is a reliable and efficient motorcar, perfect for any driver. With a low mileage of 5,384 miles, this vehicle is sure to provide many years of reliable service. It is powered by a 1.3 liter 3 cylinder engine with turbocharging, and features a crimson metallic exterior with a jet black and red accents interior. It has been given a crash test rating of 5 out of 5 stars, making it one of the safest cars on the road today. Additionally, it offers hill start assist as an added safety feature, making it an ideal choice for any driver looking for a reliable motorcar.","SUV","23990 USD","23990 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"JA4ARUAU4PU012975","2137132108","2023 Mitsubishi Outlander Sport ES","https://www.schmittchevrolet.com/VehicleDetails/JA4ARUAU4PU012975","https://cdn.getauto.com/photos/3/156863/1c/JA4ARUAU4PU012975-1c.jpg","At your Wood River dealership","This vehicle is a 2023 Mitsubishi Outlander Sport ES, a crossover all wheel drive with a low mileage of 2343 miles. It has a black exterior and a black interior, with a crash test rating of 4 out of 5 stars. It has a 2.0 liter 4 cylinder engine with sequential port fuel injection, and a fuel economy of 23 mpg in the city and 29 mpg on the highway. It also has a touch screen display, Bluetooth audio connection, hill start assist, and on demand four wheel drive for added safety and convenience. This vehicle also comes with Bluetooth phone connectivity and hill start assist for added convenience. With its low mileage, low fuel economy, and crash test rating of 4 out of 5 stars, this Vehicle is sure to provide many years of reliable service.","Wagon","22990 USD","22990 USD","Wood River car dealers; Wagons for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1G1ZB5ST6RF104887","2137132109","2024 Chevrolet Malibu LS 1LS","https://www.schmittchevrolet.com/VehicleDetails/1G1ZB5ST6RF104887","https://cdn.getauto.com/photos/3/156863/1c/1G1ZB5ST6RF104887-1c.jpg","At your Wood River dealership","This 2024 Chevrolet Malibu LS 1LS is a state-of-the-art motorcar. It has a low mileage of 24 miles and is powered by a 1.5 liter 4 cylinder engine with turbocharging. The car's exterior is a jet black color and its interior is a summit white color. It has a crash test rating of 5 out of 5 stars, making it one of the safest cars on the road today. Additionally, this motorcar has Hill Start Assist, which allows the driver to start the car with ease. With all these features, this car is sure to turn heads wherever it goes!","Sedan","24390 USD","24390 USD","Wood River car dealers; Sedans for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1C4PJMMXXND550669","2137132111","2022 Jeep Cherokee Latitude Lux","https://www.schmittchevrolet.com/VehicleDetails/1C4PJMMXXND550669","https://cdn.getauto.com/photos/3/156863/1c/1C4PJMMXXND550669-1c.jpg","At your Wood River dealership","This 2022 Jeep Cherokee Latitude Lux is a state-of-the-art motorcar that is sure to turn heads. Boasting a low mileage of 2,929 miles, this 4x4 SUV 3.2 liter 6 cylinder sequential port fuel injection engine has plenty of power to get you where you need to go. The exterior of this car is finished in a bright white clearcoat and features a black interior with premium leather seating. Safety features include a crash test rating of 4 out of 5 stars, as well as on demand four wheel drive, hill start assist, and blind spot sensor. Bluetooth audio connection, Apple Carplay ready, and Bluetooth phone connectivity are also included for your convenience. With all these features, this car is sure to make any driver feel safe and secure on the roads.","SUV","29990 USD","29990 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"JA4J2VA72NZ046921","2137132115","2022 Mitsubishi Outlander PHEV GT","https://www.schmittchevrolet.com/VehicleDetails/JA4J2VA72NZ046921","https://cdn.getauto.com/photos/3/156863/1c/JA4J2VA72NZ046921-1c.jpg","At your Wood River dealership","This 2022 Mitsubishi Outlander PHEV GT is a state-of-the-art vehicle that offers the latest in automotive technology. It has low mileage with 6,002 miles and features an all-wheel drive system, 2.4 liter 4 cylinder engine, and a diamond white pearl exterior. Inside, it has a black interior with leather-trimmed seats and touch screen display, Bluetooth audio connection, blind spot sensor, hill start assist, on demand four wheel drive, Apple Carplay ready, and Bluetooth phone connectivity. This car has been crash tested for safety and has a 5 out of 5 star rating for crash test safety. With all these features, this car is sure to turn heads wherever you go!","SUV","30290 USD","30290 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1GKKNML4XPZ151941","2137132120","2023 GMC Acadia SLT","https://www.schmittchevrolet.com/VehicleDetails/1GKKNML4XPZ151941","https://cdn.getauto.com/photos/3/156863/1c/1GKKNML4XPZ151941-1c.jpg","At your Wood River dealership","This 2023 GMC Acadia SLT is a state-of-the-art motorcar that has been meticulously maintained. With 17,660 miles, this vehicle is sure to provide many years of reliable service. It is powered by a 2.0 liter 4 cylinder engine with turbocharging, and features a light stone metallic exterior and jet black interior. The vehicle also boasts a 5 out of 5 star crash test rating, making it an ideal choice for those looking for a safe and reliable ride. Blind spot sensor and navigation system with voice recognition are just a few of the many features included in this automobile, making it an ideal choice for anyone looking for a modern motorcar.","SUV","32890 USD","32890 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1G1FF1R77M0135618","2137132124","2021 Chevrolet Camaro LT1","https://www.schmittchevrolet.com/VehicleDetails/1G1FF1R77M0135618","https://cdn.getauto.com/photos/3/156863/1c/1G1FF1R77M0135618-1c.jpg","At your Wood River dealership","This 2021 Chevrolet Camaro LT1 is a certified pre-owned vehicle with low mileage of 13,995. It is equipped with a 6.2 liter 8 cylinder engine and fuel injection, providing a powerful yet efficient drive. The satin steel metallic exterior and medium ash gray interior give this car a sleek and modern look, while the 5 out of 5 stars crash test rating ensures safety and peace of mind. Bluetooth audio connection, touch screen display, and Bluetooth phone connectivity are just some of the features included in this car's impressive list of amenities. With its impressive safety rating and impressive performance, this car is sure to turn heads wherever it goes.","Coupe","35590 USD","35590 USD","Wood River car dealers; Coupes for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"JA4T5VA97PZ037054","2137137134","2023 Mitsubishi Outlander PHEV SEL","https://www.schmittchevrolet.com/VehicleDetails/JA4T5VA97PZ037054","https://cdn.getauto.com/photos/3/156863/1c/JA4T5VA97PZ037054-1c.jpg","At your Wood River dealership","This 2023 Mitsubishi Outlander PHEV SEL is a state-of-the-art vehicle that has been meticulously maintained. With low mileage of 9,325 miles, this SUV all wheel drive has a pristine white diamond exterior and a black interior. It has a 2.4 liter 4 cylinder engine with a crash test rating of 4 out of 5 stars, making it one of the safest cars on the road today. It also comes equipped with a variety of features such as touch screen display, Bluetooth audio connection, blind spot sensor, hill start assist, on demand four wheel drive, Apple Carplay ready, leather-trimmed seats, navigation system with voice recognition, and much more. This car truly offers the best of both worlds - luxury and performance in one amazing package!","SUV AWD","39790 USD","39790 USD","Wood River car dealers; SUV AWDs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1GNSKBKD7NR364831","2137137137","2022 Chevrolet Suburban LS","https://www.schmittchevrolet.com/VehicleDetails/1GNSKBKD7NR364831","https://cdn.getauto.com/photos/3/156863/1c/1GNSKBKD7NR364831-1c.jpg","At your Wood River dealership","This 2022 Chevrolet Suburban LS is a reliable and luxurious vehicle. With a low mileage of 12,858 miles, it has been driven with care and has been well maintained. It features a 5.3 liter 8 cylinder engine with fuel injection and a black exterior that gives it a sleek and modern look. Inside, the car has a jet black interior with touch screen display, Bluetooth audio connection, hill start assist, and part time with on demand four wheel drive. It also has Bluetooth phone connectivity for added convenience. This car has been given a crash test rating of 4 out of 5 stars, making it an excellent choice for anyone looking for a reliable and luxurious ride.","SUV","53790 USD","53790 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"1GNEVJKWXPJ142950","2137137141","2023 Chevrolet Traverse RS","https://www.schmittchevrolet.com/VehicleDetails/1GNEVJKWXPJ142950","https://cdn.getauto.com/photos/3/156863/1c/1GNEVJKWXPJ142950-1c.jpg","At your Wood River dealership","This 2023 Chevrolet SUV Traverse RS is a certified pre-owned vehicle with only 11,683 miles on it. It has a summit white exterior with jet black/spice red interior, and a 3.6 liter 6 cylinder engine with fuel injection. It has a 5 out of 5 star crash test rating and features such as touch screen display, Bluetooth audio connection, blind spot sensor, part time four wheel drive, navigation system with voice recognition, navigation with touch screen display, Bluetooth phone connectivity, and leather-trimmed seats. This vehicle is sure to turn heads wherever it goes!","SUV","43990 USD","43990 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"5N1AT3CB8MC768903","2137137143","2021 Nissan Rogue SL","https://www.schmittchevrolet.com/VehicleDetails/5N1AT3CB8MC768903","https://cdn.getauto.com/photos/3/156863/1c/5N1AT3CB8MC768903-1c.jpg","At your Wood River dealership","This 2021 Nissan Rogue SL is a crossover all wheel drive with low mileage of 16,062 miles. It is powered by a 2.5 liter 4 cylinder engine with fuel injection and features an exterior boulder gray pearl color with a charcoal interior. It has a crash test rating of 4 out of 5 stars and includes many features such as touch screen display, Bluetooth audio connection, blind spot sensor, hill start assist, on demand four wheel drive, Apple Carplay ready, Bluetooth phone connectivity, and leather-trimmed seats. This vehicle is sure to turn heads on the road!","Wagon","28690 USD","28690 USD","Wood River car dealers; Wagons for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"3C6JR7AG2NG230468","2137137146","2022 Ram 1500 Classic Tradesman","https://www.schmittchevrolet.com/VehicleDetails/3C6JR7AG2NG230468","https://cdn.getauto.com/photos/3/156863/1c/3C6JR7AG2NG230468-1c.jpg","At your Wood River dealership","This 2022 RAM Regular Cab 4x4, 1500 Classic Tradesman is a reliable and efficient motorcar, with low mileage of 14,289 miles. It is powered by a 3.6 liter 6 cylinder engine with sequential port fuel injection, and has a crash test rating of 4 out of 5 stars. The exterior of this car is a bright white clearcoat, while the interior is finished in a diesel gray/black combination. Hill start assist and part time four wheel drive are just a few of the features included in this motorcar, making it an ideal choice for anyone looking for a reliable ride.","Pickup","29890 USD","29890 USD","Wood River car dealers; Pickups for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"3C4NJDDB9NT143383","2137146998","2022 Jeep Compass Trailhawk","https://www.schmittchevrolet.com/VehicleDetails/3C4NJDDB9NT143383","https://cdn.getauto.com/photos/3/156863/1c/3C4NJDDB9NT143383-1c.jpg","At your Wood River dealership","This 2022 Jeep Compass Trailhawk is a vehicle that is sure to turn heads. It has a low mileage of 8,610 miles and is made of Jeep's SUV 4x4, Compass, Trailhawk model. It has a bright white clearcoat exterior and a ruby red/black interior that is sure to turn heads. Under the hood, you will find a 2.4 liter 4 cylinder engine with sequential port fuel injection, giving you the power to take on any terrain. This motorcar has been given a crash test rating of 4 out of 5 stars, making it one of the safest vehicles on the road today. Additionally, it comes equipped with blind spot sensor, hill start assist, and on demand four wheel drive for added convenience. With all these features combined, this car is sure to make any driver feel like royalty on the road!","SUV","28290 USD","28290 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"5N1DL1FS4NC330541","2137147000","2022 INFINITI QX60 Luxe","https://www.schmittchevrolet.com/VehicleDetails/5N1DL1FS4NC330541","https://cdn.getauto.com/photos/3/156863/1c/5N1DL1FS4NC330541-1c.jpg","At your Wood River dealership","This vehicle is a 2022 INFINITI SUV QX60 LUXE, with low mileage of 19,388 miles. It is equipped with an all wheel drive 3.5 liter 6 cylinder engine and fuel injected system, and has a graphite shadow exterior with a graphite interior. It has a crash test rating of 5 out of 5 stars and features such as touch screen display, Bluetooth audio connection, blind spot sensor, hill start assist, on demand four wheel drive, navigation system with voice recognition, and Bluetooth phone connectivity. This car is truly a modern marvel that will take you anywhere you need to go.","SUV","42991 USD","42991 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"WDDHF7HB4BA458272","2137160535","2011 Mercedes-Benz E-Class E 63 AMG","https://www.schmittchevrolet.com/VehicleDetails/WDDHF7HB4BA458272","","At your Wood River dealership","This vehicle is a 2011 Mercedes-Benz E-Class Sedan E 63 AMG® Base, with 116,881 miles on the odometer. It is equipped with a 6.3 liter 8 cylinder engine, fuel injected engine, and RWD, making it an ideal choice for those looking for a reliable and powerful motorcar. The exterior of this car is black, giving it a sleek and modern look that will turn heads wherever it goes. This automobile is sure to turn heads wherever it goes, making it the perfect choice for anyone looking for a reliable and powerful motorcar.","Sedan","0 USD","0 USD","Wood River car dealers; Sedans for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"3C6JR6AG3JG229981","2137160536","2018 Ram 1500 Express","https://www.schmittchevrolet.com/VehicleDetails/3C6JR6AG3JG229981","https://cdn.getauto.com/photos/3/156863/1c/3C6JR6AG3JG229981-1c.jpg","At your Wood River dealership","This 2018 RAM Regular Cab 1500 Express is a reliable and efficient motorcar, with low mileage and a 3.6 liter 6 cylinder engine and sequential port fuel injection. It has a bright white clearcoat exterior and a black interior, giving it a sleek and modern look. It has been given a crash test rating of 4 out of 5 stars, making it safe and secure for any driver. Hill start assist is also included to make driving easier and more comfortable. This car is sure to turn heads wherever it goes!","Pickup","20890 USD","20890 USD","Wood River car dealers; Pickups for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"KNDMB5C18K6537499","2137171872","2019 Kia Sedona EX","https://www.schmittchevrolet.com/VehicleDetails/KNDMB5C18K6537499","https://cdn.getauto.com/photos/3/156863/1c/KNDMB5C18K6537499-1c.jpg","At your Wood River dealership","This 2019 Kia Sedona EX motorcar is a testament to the quality and reliability of the automotive industry. Boasting a 3.3 liter 6 cylinder engine with fuel injection, this motorcar has been driven 85,981 miles and is equipped with a panthera metal exterior and gray interior. It has received a crash test rating of 5 out of 5 stars, making it one of the safest vehicles on the road today. It also features a variety of modern features such as touch screen display, Bluetooth audio connection, blind spot sensor, hill start assist, Apple Carplay ready, Bluetooth phone connectivity, and leather-trimmed seats. This motorcar is sure to provide years of reliable service and is sure to turn heads on the road!","Mini-Van","19890 USD","19890 USD","Wood River car dealers; Mini-Vans for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"KL4MMFSL3PB003208","2137179165","2023 Buick Encore GX Essence","https://www.schmittchevrolet.com/VehicleDetails/KL4MMFSL3PB003208","https://cdn.getauto.com/photos/3/156863/1c/KL4MMFSL3PB003208-1c.jpg","At your Wood River dealership","This 2023 Buick Encore GX Essence is a state-of-the-art motorcar that has been meticulously maintained. With 13,293 miles on the odometer, this vehicle is sure to provide many years of reliable service. It is powered by a 1.3 liter 3 cylinder engine with turbocharging, and features a front wheel drive system for added control and stability. The car's cinnabar metallic exterior and ebony with ebony interior accents give it a sleek, modern look, while the 5 out of 5 star crash test rating ensures safety and peace of mind. The car also offers a variety of convenient features such as touch screen display, Bluetooth audio connection, blind spot sensor, hill start assist, Bluetooth phone connectivity, and leather-trimmed seats for added comfort and style. This vehicle is sure to make any driver feel like royalty on the open road.","SUV","27190 USD","27190 USD","Wood River car dealers; SUVs for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
"4T1G11AK1RU856779","2137179169","2024 Toyota Camry SE","https://www.schmittchevrolet.com/VehicleDetails/4T1G11AK1RU856779","https://cdn.getauto.com/photos/3/156863/1c/4T1G11AK1RU856779-1c.jpg","At your Wood River dealership","This vehicle is a 2024 Toyota Camry SE, with low mileage of 2,139 miles. It is a FWD, 2.5 liter 4 cylinder engine with fuel injection and has a sleek, predawn gray mica exterior. Inside, it has an ash interior with leather seating. This car has many features including a touch screen display, Bluetooth audio connection, hill start assist, Apple Carplay ready, Bluetooth phone connectivity, and more. This car is truly state-of-the-art and will surely turn heads on the road.","Sedan","29490 USD","29490 USD","Wood River car dealers; Sedans for sale","1870 E Edwardsville Road, Wood River, IL 62095","","",""
