Date,Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level
3/4/24,7998,45,Other,23.87,5.19,5.33,1,39,179,57,4.378596241,2,1,9
7/25/24,4653,34,Male,20.32,1.62,5.31,5,86,160,101,11.42002841,1,9,3
9/25/24,7042,23,Other,21.53,5.03,7.49,3,22,137,50,10.35838204,7,4,4
2/11/24,1730,51,Female,21.1,2.23,5.13,7,49,25,153,6.911195252,9,4,10
8/24/24,4535,34,Female,20.18,1.74,5.56,8,20,277,17,6.054652597,9,3,6
1/26/24,2885,45,Female,21.12,5.71,8.6,7,53,167,118,6.340871152,5,2,6
3/2/24,5694,52,Other,22.87,7.43,8.56,8,69,193,140,11.44293326,9,2,1
6/13/24,6546,39,Other,23.38,7.59,8.2,7,78,254,96,5.63603471,7,6,2
8/14/24,1704,22,Male,20.88,6.28,9.4,3,20,151,127,4.277729217,5,6,10
5/31/24,3407,38,Male,23.98,9.04,9.05,7,21,161,119,8.181550192,3,7,10
5/30/24,4909,33,Female,23.27,7.77,8.5,6,68,120,108,6.124875661,2,7,3
4/21/24,3368,44,Female,23.3,7.02,7.72,7,46,257,112,11.04198396,1,6,10
12/11/24,1759,37,Male,20.05,4.28,8.23,7,45,137,173,8.693852219,10,7,2
10/30/24,2308,44,Female,23.98,7.15,7.17,10,68,20,151,9.063471044,8,9,5
5/4/24,9961,19,Other,20.68,3.67,6.99,10,19,67,172,6.483184762,10,5,9
10/31/24,5370,31,Male,23.57,8.17,8.6,1,71,64,108,6.285012797,7,5,8
1/28/24,6181,34,Male,23.03,6.26,7.23,3,47,135,140,4.04616529,1,9,9
4/27/24,1665,34,Female,20.92,5.06,8.14,5,40,256,88,10.65406513,4,4,4
1/10/24,4355,23,Other,23.18,6.37,7.19,3,45,73,94,11.01474026,4,8,3
4/19/24,9561,20,Female,21.3,3.68,6.38,6,68,9,160,4.514553786,3,3,6
1/24/24,7994,23,Female,20.72,1.68,4.97,3,67,32,55,10.58189189,3,6,9
12/27/24,8170,37,Other,23.03,7.21,8.17,8,5,275,138,6.709146172,5,2,6
2/4/24,7702,39,Male,21.28,4.02,6.74,5,20,13,90,4.33867594,7,3,10
7/30/24,8762,44,Male,23.62,5.39,5.77,3,9,119,144,4.358011471,5,5,10
1/14/24,2945,25,Male,22.25,4.66,6.41,5,55,104,131,6.322269419,8,1,4
11/21/24,9015,46,Female,20.78,5.36,8.58,10,35,3,43,7.738858307,4,2,2
10/3/24,2487,32,Female,20.07,4.95,8.88,6,66,35,160,7.960447565,8,8,5
7/8/24,9287,43,Female,23.35,4.67,5.32,4,36,293,95,9.666592393,9,10,4
6/29/24,6950,34,Other,20.43,2.18,5.75,6,15,4,81,7.698894273,6,1,6
4/24/24,7406,31,Female,23.23,7.21,7.98,1,42,284,127,7.091949783,5,5,6
3/10/24,7765,21,Male,22.4,5.26,6.86,3,89,175,170,8.833643839,1,9,5
9/2/24,1143,28,Female,23.9,5.41,5.51,5,57,186,107,5.436869911,10,1,10
7/29/24,6783,41,Other,21.77,6.31,8.55,5,31,105,95,7.545440601,7,8,10
4/13/24,3567,32,Female,23.7,7.47,7.77,2,62,48,114,6.405245124,7,7,1
7/17/24,1070,24,Other,20.15,2.35,6.2,5,52,253,100,9.757556572,9,8,6
12/24/24,9440,44,Female,20.05,2.99,6.94,3,41,258,90,10.73212579,1,10,1
12/15/24,2149,38,Male,22.62,3.55,4.93,6,56,19,112,4.474471158,7,3,2
1/16/24,1605,55,Female,20.1,5.22,9.12,7,31,268,157,4.242713975,5,10,4
7/28/24,4046,28,Female,20.78,2.77,5.98,5,83,251,117,5.18938051,6,2,7
12/5/24,7324,31,Male,23.12,6.75,7.63,6,15,90,119,10.87547666,10,9,5
8/6/24,4664,50,Other,21.68,5.49,7.81,4,64,131,67,7.661164928,1,9,3
10/27/24,7147,22,Male,20.37,2.45,6.08,5,71,229,106,10.52144186,7,3,1
9/21/24,2361,20,Female,20.2,4.46,8.26,6,86,237,15,8.026111207,4,4,8
8/26/24,7724,23,Other,21.07,4.49,7.42,6,1,106,38,7.717798425,8,5,2
2/23/24,7895,29,Male,20.75,3.57,6.82,7,77,64,101,8.700099835,2,1,1
3/24/24,9713,46,Female,20.88,3.36,6.48,10,12,46,102,10.65790353,6,5,10
12/13/24,2612,29,Female,20.93,6.18,9.25,7,57,253,179,6.905060722,3,1,3
3/15/24,1328,31,Other,20.63,1.49,4.86,3,35,219,171,5.275122126,5,7,7
3/26/24,9722,18,Other,22.28,4.33,6.05,2,4,92,96,4.855358915,10,5,2
12/6/24,5409,32,Male,22.18,5.35,7.17,10,32,167,14,7.217251055,7,2,1
6/20/24,2295,39,Female,21.77,5.98,8.21,10,57,61,84,7.243231687,3,9,5
1/18/24,4897,41,Other,21.05,3.33,6.28,8,73,65,167,5.797285601,2,1,6
8/24/24,7804,27,Other,20.18,0.78,4.6,7,23,117,33,7.921775797,9,5,2
2/20/24,1633,56,Female,23.8,6.64,6.84,5,27,106,26,11.86150592,1,5,6
10/8/24,9824,41,Other,23.33,5.23,5.89,3,47,120,12,7.096538507,3,3,6
12/2/24,6095,36,Male,21.23,3.21,5.97,7,73,66,2,11.34606534,10,3,8
6/26/24,2954,41,Male,23.15,4.12,4.97,7,5,193,148,7.33079599,3,1,7
8/8/24,7196,54,Other,20.12,5.39,9.27,10,78,116,23,8.501510046,10,5,7
11/17/24,2059,20,Male,23.35,4.44,5.09,10,44,43,90,8.631332261,6,3,3
3/23/24,6452,43,Female,20.58,3.98,7.4,7,19,49,94,8.066493554,1,4,9
10/2/24,9204,20,Female,21.28,3.85,6.56,3,0,89,151,11.73770565,3,2,5
1/3/24,3738,57,Other,22,6.55,8.55,1,6,115,51,9.375136125,6,1,10
5/31/24,5668,35,Female,20.27,2.06,5.79,8,57,177,100,4.139444364,3,4,7
12/21/24,6912,28,Female,20.47,3.56,7.09,5,71,109,121,6.694552888,8,9,10
9/18/24,8311,53,Other,22.72,4.78,6.07,5,5,274,17,9.812686127,5,9,3
5/5/24,6291,48,Male,20.25,4.05,7.8,6,77,204,104,11.462233,5,2,4
5/9/24,6346,20,Female,23.3,5.01,5.71,1,16,271,8,8.604161736,9,7,9
5/19/24,8720,32,Female,22.17,6.77,8.6,6,52,71,112,6.710409359,9,5,8
5/26/24,5422,48,Female,23.22,8.69,9.48,5,80,108,120,8.338871604,4,9,4
1/27/24,8111,49,Male,20.93,2.7,5.76,2,31,44,8,8.112246556,6,1,9
9/17/24,9254,52,Male,21.13,2.63,5.5,4,77,216,24,10.31738891,7,7,10
5/20/24,3755,53,Female,21.12,2.03,4.92,10,36,214,70,8.768241288,3,10,4
12/27/24,2251,32,Male,21.33,5.23,7.89,3,28,115,178,7.805632626,9,1,2
2/25/24,2126,45,Male,20.68,5.77,9.08,4,12,85,63,10.488123,3,10,4
4/15/24,1500,29,Male,20.27,1.19,4.92,7,56,219,70,11.23184007,10,5,7
2/15/24,8758,55,Male,21.02,4.32,7.3,7,69,261,125,9.827089489,5,5,8
8/18/24,4404,30,Other,23.95,7.03,7.08,3,37,287,24,7.346997641,1,8,2
6/6/24,9656,57,Female,21.35,6.53,9.18,8,50,79,140,11.13026132,4,7,7
10/30/24,1333,35,Other,23.28,7.43,8.15,10,8,281,27,10.89767713,4,9,3
3/16/24,3292,49,Female,22.95,8,9.05,4,15,83,55,4.146707112,6,8,3
6/6/24,3745,51,Female,21.72,3.28,5.56,2,47,159,112,8.839526506,9,10,3
1/16/24,3401,18,Male,23.5,5.56,6.06,1,32,127,150,11.62132342,7,10,9
2/14/24,9271,56,Male,21.27,2.76,5.49,8,23,115,12,6.314819282,8,5,4
6/30/24,1033,45,Female,21.93,5,7.06,10,50,46,25,6.010461497,8,4,10
7/20/24,2942,54,Male,23.3,6.74,7.44,1,26,133,73,8.399831891,6,5,2
11/12/24,3673,28,Female,22.97,8.25,9.28,7,36,198,147,7.760767668,2,5,6
10/13/24,9662,36,Other,23.88,8.93,9.05,3,47,162,159,7.833730059,7,9,3
12/15/24,8824,59,Other,20.08,1.21,5.12,1,13,188,103,9.495506845,4,2,5
1/14/24,3682,36,Other,21.13,6.33,9.2,3,43,67,47,10.10375511,6,4,1
10/28/24,6386,48,Other,23.88,7.18,7.3,5,20,109,93,8.832871209,8,7,8
11/23/24,2910,51,Other,22.25,7.31,9.06,7,75,218,149,6.161991,1,2,1
10/8/24,9772,50,Female,20.12,3.21,7.1,1,64,66,173,8.465073265,8,8,3
2/8/24,8899,21,Male,23.2,6,6.8,5,54,228,19,8.199472674,2,10,6
12/10/24,4835,25,Other,22.73,6.5,7.77,6,83,268,19,8.028615171,7,3,5
11/5/24,7661,31,Female,22.9,6.02,7.12,2,26,262,130,6.073921083,2,10,9
11/11/24,1974,41,Other,22.22,4.8,6.58,6,77,80,17,4.504757449,1,8,7
10/14/24,4195,26,Other,21.85,4.26,6.41,10,62,272,48,6.150250385,2,4,7
4/7/24,4980,40,Male,21.88,4.8,6.91,4,22,104,162,6.556945004,1,1,3
8/9/24,7998,32,Other,20.22,1.98,5.76,1,17,255,159,11.66498236,2,1,7
11/7/24,1362,30,Female,23.02,7.75,8.73,6,27,70,168,7.521021572,9,4,4
12/9/24,9275,48,Other,21.2,4.05,6.85,7,68,171,140,8.999379758,2,8,9
11/3/24,7851,38,Female,22.23,5.12,6.89,4,87,71,27,7.33644189,6,3,1
7/19/24,4832,52,Male,22.28,5.15,6.87,6,48,51,78,6.756495264,8,6,9
9/12/24,7088,26,Male,21.48,2.9,5.42,5,14,177,121,7.754586376,6,8,2
4/24/24,7601,34,Other,21.65,3.82,6.17,3,50,46,35,4.107383321,9,9,2
3/5/24,4299,25,Male,22.85,6.94,8.09,5,26,274,22,5.873555405,3,3,8
2/20/24,8529,22,Male,23.17,6.89,7.72,8,84,48,165,9.447428293,7,2,7
6/5/24,7268,54,Male,20.82,2.77,5.96,10,2,172,7,4.147651352,2,9,1
9/7/24,9172,18,Male,20.12,4.92,8.8,3,5,82,145,7.352597465,9,7,10
10/26/24,1106,53,Other,21.4,6.73,9.33,4,73,154,12,10.71239334,2,2,5
10/6/24,6419,59,Female,23.13,3.69,4.56,8,29,277,80,9.452208239,7,1,1
5/18/24,8493,37,Other,23.6,6.09,6.49,10,11,93,41,10.23275155,10,5,9
6/3/24,2051,43,Other,23.8,8.45,8.65,1,57,182,80,9.990619709,9,1,9
11/23/24,7980,23,Other,23.48,7.32,7.84,7,10,133,10,6.532770787,6,2,5
4/8/24,2059,34,Female,21.1,5.29,8.19,8,66,285,65,9.707695587,9,2,3
12/16/24,9702,30,Female,23.18,5.17,5.99,1,84,47,48,7.114944083,8,8,2
4/17/24,7176,40,Male,21.87,3.63,5.77,1,59,89,89,10.49964942,9,4,5
5/25/24,3525,30,Female,21.3,2.63,5.33,9,49,13,133,10.24416461,7,6,10
4/3/24,1296,47,Male,21.58,6.61,9.03,2,15,77,89,4.064254911,2,4,1
2/24/24,6069,57,Male,23.4,4.26,4.86,6,25,295,37,5.253674366,7,8,3
8/18/24,4232,50,Female,21.15,5.74,8.59,4,37,123,148,6.920202432,1,6,9
9/27/24,6739,20,Other,22.57,3.96,5.39,4,25,114,139,4.396997022,3,10,6
8/20/24,5778,38,Other,22.78,3.94,5.15,5,84,187,171,11.14588918,5,7,9
5/28/24,8155,51,Female,22.67,5.17,6.5,8,23,223,37,6.229709721,8,3,1
11/26/24,4793,40,Female,22.28,3.67,5.38,9,46,19,108,4.579378503,4,8,4
2/5/24,5993,45,Female,22.23,5.95,7.71,6,34,37,162,8.80820702,5,9,6
8/8/24,5595,56,Female,23.07,5.05,5.98,9,77,266,156,11.2631248,8,8,7
1/26/24,5899,56,Male,23.95,8.25,8.3,6,55,135,93,9.72874786,9,8,9
1/25/24,6265,29,Other,22.73,7.64,8.9,10,73,101,168,5.345708819,5,5,9
11/23/24,4238,57,Female,22.9,8.11,9.21,8,32,18,33,7.488332663,8,9,3
11/2/24,6429,43,Male,21.45,4.44,6.99,4,18,6,156,7.317584946,5,1,8
7/4/24,7825,29,Female,20.42,1.62,5.21,3,83,143,100,9.687437094,10,2,6
10/5/24,2082,21,Other,21.93,5.09,7.16,9,87,232,54,9.116496784,8,7,9
1/26/24,4646,26,Other,22.53,5.5,6.97,8,8,235,155,5.791249615,8,6,6
7/14/24,6322,38,Female,21.57,4.98,7.41,5,29,212,37,9.98717085,6,8,2
6/28/24,1796,55,Male,20.67,1.62,4.95,9,36,165,139,8.899916057,4,1,4
7/19/24,3432,20,Other,22.33,7.16,8.83,6,82,86,166,4.584414214,7,2,1
12/13/24,6267,57,Other,22.95,8.15,9.2,6,44,40,136,8.198534003,6,2,10
5/21/24,4322,55,Female,23.58,8.61,9.03,8,45,235,47,6.297054697,1,7,8
2/21/24,6164,54,Female,23.27,5.37,6.11,3,5,67,178,8.749500955,10,9,9
1/13/24,3490,39,Female,23.58,4.54,4.96,4,71,192,76,6.601769531,2,6,7
3/3/24,4090,44,Male,20.6,3.05,6.45,4,56,215,27,10.99437248,2,9,3
7/14/24,9455,41,Other,22.95,4.97,6.02,6,85,63,11,8.197507297,5,5,2
8/31/24,6467,58,Female,22.5,6.75,8.25,1,49,220,0,7.801581756,10,6,2
10/4/24,5648,29,Other,20.82,6.23,9.42,2,38,122,73,10.75541066,7,5,4
7/6/24,5329,41,Female,20.42,5.08,8.66,10,9,16,1,9.696944451,9,7,10
9/4/24,7261,26,Female,22.1,7.14,9.04,8,80,83,42,9.988517748,3,4,7
10/22/24,6400,58,Other,20.63,1.85,5.22,1,80,97,61,5.808793549,2,8,6
11/11/24,2897,19,Female,22.22,6.77,8.56,5,55,267,54,9.819178351,9,4,10
2/5/24,2792,34,Other,21.78,4.13,6.34,3,33,226,176,4.751279719,2,7,9
8/17/24,9369,42,Female,23.22,5.48,6.27,9,3,238,31,11.59681718,10,1,10
7/7/24,4145,27,Other,23.55,4.88,5.33,8,64,126,32,9.072006139,9,5,2
10/25/24,8000,30,Other,23.83,6.79,6.96,4,7,220,103,8.636887194,7,9,5
9/5/24,5297,27,Male,23,7.26,8.26,10,52,237,18,6.712700906,1,8,5
12/26/24,1191,36,Other,20,1.09,5.09,6,25,129,58,11.997085,6,5,5
10/13/24,9802,47,Female,22.23,6.77,8.53,4,76,299,169,7.950687525,2,3,9
7/21/24,3517,59,Female,21.13,1.68,4.54,5,73,156,62,7.466005942,5,8,1
9/1/24,9509,56,Female,20.8,4.52,7.72,5,69,159,10,11.53874806,7,7,2
1/31/24,6643,33,Female,22.02,6.4,8.38,10,24,290,162,10.66567566,6,7,3
8/10/24,2772,25,Female,21.05,1.83,4.78,4,19,121,136,9.579690138,6,9,4
6/17/24,1058,58,Female,20.3,1.94,5.64,5,14,2,36,6.043426248,9,7,6
7/31/24,1435,25,Female,23,7.5,8.5,1,68,221,147,5.058644449,7,2,2
10/29/24,6901,48,Female,20.67,5.45,8.79,8,4,191,156,8.454387075,1,6,4
3/19/24,2301,51,Male,23.4,7.26,7.86,10,81,77,55,6.94896522,10,2,1
5/14/24,8137,27,Male,20.03,2.78,6.75,3,69,131,17,4.646233711,4,6,4
6/20/24,6682,36,Male,21.2,2.1,4.9,2,29,245,87,8.897672506,1,9,1
11/25/24,2810,24,Male,22.38,6.22,7.84,10,86,179,115,7.958057917,4,5,9
4/17/24,3407,54,Male,22.9,3.43,4.53,8,24,114,171,8.284918255,10,7,2
5/21/24,6902,33,Female,21.48,3.61,6.12,4,48,34,22,7.36232208,6,3,3
4/9/24,6587,20,Other,23.52,8.86,9.35,2,84,219,105,7.845927299,10,5,9
3/27/24,5784,19,Other,22.82,5.07,6.26,10,14,234,74,6.800570498,9,4,9
11/26/24,9027,18,Other,20.15,2.69,6.54,2,65,17,76,8.1893792,4,2,10
6/26/24,7141,55,Other,23.15,4.35,5.2,1,21,95,121,7.585029596,4,4,10
11/21/24,2672,38,Male,21.48,5.43,7.95,8,3,286,154,8.570911757,9,5,6
9/17/24,5722,44,Male,22.58,6.07,7.48,7,71,270,164,6.057417088,6,3,9
4/1/24,3686,48,Other,22.15,5.86,7.71,3,61,145,152,4.736779422,10,6,2
11/30/24,9678,27,Male,22.85,4.32,5.47,10,12,46,150,9.622263017,4,4,1
9/8/24,9130,38,Male,21.05,2.3,5.25,9,69,134,146,7.91432126,1,7,3
4/18/24,9875,29,Female,20.45,2.29,5.84,4,37,186,169,9.565121726,8,9,2
10/21/24,2064,54,Male,21.23,2.58,5.34,1,17,172,95,9.236971966,2,10,10
6/12/24,6600,40,Male,21.38,2.42,5.04,7,80,229,124,10.50484038,5,2,2
6/1/24,9244,38,Other,21.02,4.18,7.16,5,67,82,13,10.36069969,2,4,3
9/21/24,7854,47,Male,22.72,4,5.28,8,8,245,35,7.761879677,3,2,3
1/23/24,7247,24,Male,23.22,5.38,6.16,3,14,109,7,4.088377162,3,4,4
1/6/24,4190,48,Female,22.23,4.78,6.55,3,27,288,139,8.556094955,8,9,5
12/21/24,9046,29,Other,20.98,1.66,4.67,5,5,72,75,7.583539337,6,1,6
10/16/24,2354,20,Female,21.08,4.4,7.32,4,20,257,89,9.505395494,10,7,10
11/21/24,6083,47,Female,20.9,4.75,7.85,2,43,21,30,10.83414154,5,4,2
10/1/24,8983,49,Other,20.17,4.45,8.28,2,44,195,163,6.017561291,3,10,8
4/11/24,9277,31,Other,20.33,1.16,4.82,10,14,64,87,5.684313175,10,10,10
8/31/24,2532,48,Other,21.25,4.96,7.71,3,30,245,89,9.370428105,8,3,10
3/26/24,3493,21,Male,23,4.44,5.44,4,74,260,177,6.414712962,2,4,5
10/12/24,8680,39,Female,21.07,6.14,9.08,8,88,15,53,5.132390808,4,2,2
7/10/24,1662,44,Male,20.78,4.62,7.84,8,2,272,49,4.815470443,7,6,8
2/24/24,8933,25,Other,21.47,5.15,7.68,10,48,230,28,9.021861884,3,3,5
9/23/24,9405,35,Other,21.03,4.04,7.01,9,27,210,37,7.79498112,5,6,6
10/31/24,6834,58,Male,20.92,1.42,4.51,5,0,216,159,10.63356113,8,5,3
1/8/24,5587,47,Other,23.9,5.44,5.54,5,53,29,38,5.199154363,10,7,7
9/3/24,8066,52,Other,23.57,7.89,8.33,2,50,275,95,4.065889933,8,10,10
12/3/24,5145,32,Female,22.35,7.37,9.02,2,42,150,63,6.452792612,9,1,7
2/23/24,8681,21,Female,23.58,6.83,7.24,2,63,141,147,6.364793,1,8,5
3/27/24,1868,33,Female,22.65,7.34,8.69,3,51,52,90,11.57670038,2,1,2
1/31/24,8996,54,Male,20.55,2.62,6.07,7,58,258,16,10.69539464,6,3,1
4/21/24,8580,21,Male,20.27,3.28,7.01,10,7,17,94,9.944015348,10,10,8
11/27/24,7037,33,Other,23.83,9.09,9.26,3,11,29,8,5.418490028,6,5,1
10/31/24,6891,32,Other,22.12,2.71,4.59,7,78,102,110,6.56044284,10,7,10
3/22/24,3691,39,Other,22.57,6.71,8.15,1,77,116,25,5.751841839,6,10,10
10/19/24,3779,29,Male,21.75,6.66,8.91,4,81,43,1,6.507306919,10,2,6
3/23/24,3612,18,Male,23.4,7.99,8.59,2,18,94,149,9.073030487,7,10,3
12/8/24,5476,57,Male,22.92,5.54,6.62,9,69,142,36,9.036082577,7,9,7
10/23/24,8123,27,Female,21.05,2.05,5,9,64,108,23,9.464641388,9,3,10
9/24/24,4412,20,Other,20.15,1.93,5.78,4,5,284,118,8.756387061,4,4,5
7/8/24,8803,37,Male,22.73,5.56,6.82,9,64,245,78,7.409851666,4,6,5
3/4/24,6153,56,Other,20.38,5.04,8.66,7,88,247,66,7.145845584,2,10,7
2/8/24,4684,57,Female,23.32,4.97,5.65,2,76,222,115,8.453749006,9,9,10
4/4/24,1016,40,Male,22.15,3.71,5.56,10,66,219,168,7.464608821,10,4,8
12/30/24,8120,24,Female,20.98,2.06,5.08,4,14,237,116,8.614086779,4,3,2
11/3/24,4546,27,Female,20.32,3.23,6.91,5,28,150,177,10.39098649,10,9,3
6/9/24,2425,31,Female,23.33,5.38,6.04,4,14,35,46,8.348275027,10,6,1
9/6/24,2000,56,Other,22.9,6.39,7.49,6,28,243,109,9.021603309,7,7,4
10/11/24,9612,53,Other,20.25,1.83,5.58,2,49,192,121,6.693390674,8,8,1
7/27/24,3731,27,Female,23.73,4.86,5.13,3,3,107,166,8.752837106,8,7,10
10/7/24,7947,24,Female,21.77,4.58,6.81,4,49,207,132,11.56040443,6,10,1
4/12/24,7387,31,Other,20.23,1.85,5.61,5,83,71,95,10.78870126,9,9,3
8/8/24,9490,46,Female,22,4.98,6.98,5,45,57,38,4.294222342,3,10,9
2/21/24,9565,31,Other,23.95,5.7,5.75,7,38,68,162,8.080553512,4,4,8
6/5/24,3197,25,Other,20.07,4.93,8.86,4,74,297,29,5.720571772,7,5,8
7/19/24,1106,51,Other,20.58,5.03,8.44,5,85,286,2,4.701871418,3,6,10
7/8/24,7229,41,Other,23.88,4.57,4.69,2,30,86,39,10.55304177,9,4,8
4/4/24,9102,30,Female,22.28,5.21,6.93,4,27,15,17,6.252594287,7,8,6
1/1/24,4773,29,Male,21.45,4.36,6.91,1,0,31,135,10.56898901,8,8,10
4/20/24,5681,53,Male,23.82,8.39,8.57,10,82,237,172,4.591705498,2,4,5
2/19/24,5318,34,Female,22.87,7.44,8.57,5,59,250,57,10.36112578,10,6,3
2/21/24,6840,20,Male,21.8,6.72,8.92,1,56,144,177,7.328407241,6,7,1
9/15/24,3087,42,Male,21.55,3.23,5.68,9,83,20,24,4.947174731,9,9,7
7/8/24,4307,43,Male,20.25,2.18,5.93,8,25,19,136,4.35948362,3,4,7
10/9/24,1861,38,Other,20.1,1.13,5.03,7,14,97,140,11.59596345,2,8,7
4/6/24,1289,53,Other,20.45,4.4,7.95,9,76,96,120,4.607682296,2,5,5
7/22/24,8673,45,Other,23.15,3.74,4.59,5,62,180,26,9.961061988,10,1,6
1/11/24,5257,56,Other,20.33,3.21,6.88,5,18,259,76,8.987454348,9,8,3
10/31/24,6952,55,Other,23,3.69,4.69,5,85,14,49,4.484502747,7,1,4
12/29/24,5908,49,Male,20.53,3.03,6.5,1,79,145,53,10.71297282,6,2,9
12/30/24,7506,25,Other,20.25,4.06,7.81,2,26,142,41,5.915909717,3,8,10
9/10/24,4956,43,Female,23.37,5.35,5.98,9,19,91,107,9.332307642,8,1,4
6/24/24,5415,47,Male,20.8,1.33,4.53,3,70,194,96,10.97623788,10,2,10
7/14/24,8899,47,Other,21.38,6.36,8.98,6,62,28,18,5.283073071,8,4,3
3/10/24,5474,40,Other,21.72,3.03,5.31,8,54,204,167,6.742949916,4,4,4
6/14/24,7618,53,Other,22.33,6.86,8.53,10,70,237,21,4.337203336,10,2,10
11/25/24,6798,47,Female,22.1,5.77,7.67,2,12,152,7,8.927456057,1,6,9
6/24/24,5670,57,Other,23.23,7.8,8.57,9,62,127,111,8.255127661,10,4,2
1/13/24,9727,57,Female,23.17,7.63,8.46,8,88,188,0,4.118641299,1,8,8
12/12/24,8446,46,Female,20.48,4.57,8.08,3,48,57,171,10.60486938,1,1,1
7/27/24,3995,58,Male,23.1,4.19,5.09,9,86,160,32,11.67003693,1,6,10
10/16/24,6582,52,Male,22.13,4.32,6.18,3,67,3,6,4.972945255,8,10,5
9/25/24,4708,59,Other,22.83,8.31,9.48,4,85,157,45,11.41245692,5,5,10
9/30/24,2210,44,Male,23.18,4.9,5.71,6,86,180,24,5.414413332,10,1,8
6/23/24,7023,41,Female,22.4,5.73,7.33,8,23,6,12,7.10439416,5,4,10
2/11/24,4865,39,Other,20.87,5.12,8.26,4,39,186,13,8.393245526,5,6,2
10/30/24,8772,33,Female,22.87,7.53,8.66,4,4,137,51,9.63976267,2,5,5
6/3/24,6718,50,Other,23.33,6.1,6.77,8,48,52,73,5.968792981,2,2,9
5/11/24,5274,28,Male,23.02,5.75,6.74,5,83,156,84,6.200322072,7,8,4
10/9/24,8943,38,Male,23.37,5.25,5.88,5,72,6,3,4.272765583,2,6,7
12/25/24,9709,56,Female,21.35,3.43,6.08,6,83,192,142,4.679758699,8,9,9
8/26/24,2505,22,Other,22.2,7.5,9.3,6,61,206,153,10.78089099,9,1,9
9/12/24,5268,19,Female,21.65,5.68,8.03,5,74,133,2,9.341391608,2,6,3
4/23/24,7304,41,Male,23.23,4.82,5.58,6,47,26,11,10.80873506,7,2,7
10/16/24,8711,56,Other,22.22,6.35,8.13,4,80,258,73,5.279526419,8,2,3
12/24/24,9893,27,Male,21.9,4.42,6.52,1,25,165,21,11.61841108,5,3,2
3/13/24,6234,35,Other,23.03,8.42,9.39,6,6,114,166,11.66255459,3,7,4
3/28/24,2853,57,Male,20.65,1.31,4.66,1,6,272,118,6.773123456,8,2,3
4/1/24,7098,50,Male,20.15,1.91,5.76,9,5,233,118,9.924151517,5,3,5
1/25/24,1713,34,Female,22.52,5.05,6.53,2,0,141,135,7.449966329,2,4,1
12/6/24,3857,18,Female,22.58,4.42,5.84,7,21,120,177,4.612958511,8,8,10
10/28/24,5682,23,Male,21.53,6.9,9.37,8,81,98,61,8.634142637,3,5,8
2/25/24,7723,27,Female,23.53,4.6,5.07,10,44,66,136,8.810941016,10,2,10
5/28/24,6524,18,Other,20.4,1.04,4.64,1,71,16,72,6.01331548,1,8,5
5/14/24,2798,56,Female,22.12,4.09,5.97,2,70,46,85,5.231794809,6,2,1
5/10/24,2293,53,Male,23.25,3.76,4.51,4,88,293,177,6.92041022,8,8,9
2/28/24,3636,43,Other,22.9,7.45,8.55,4,84,213,114,8.830778921,5,1,3
10/1/24,3076,40,Male,22.85,3.65,4.8,5,70,184,133,11.53007251,1,4,8
6/13/24,1932,43,Other,23.65,8.11,8.46,5,27,244,103,10.97717488,7,9,2
3/3/24,6087,48,Other,21.95,7.41,9.46,3,55,72,9,7.542964049,2,10,10
1/1/24,4037,55,Female,22.4,5.23,6.83,1,61,183,66,7.03369525,8,1,8
7/27/24,8101,58,Male,20.83,1.89,5.06,6,88,138,59,8.841137574,6,1,2
10/18/24,1073,24,Female,23.4,4.57,5.17,8,5,128,166,5.675358534,8,9,3
3/5/24,5928,56,Male,20.48,4.97,8.49,6,53,3,171,11.92190307,1,5,10
8/14/24,5470,46,Male,20.15,2.47,6.32,2,48,277,85,5.340975766,9,5,4
4/16/24,4597,50,Other,23.13,6.99,7.86,7,50,142,162,5.711382964,6,7,4
7/10/24,6321,23,Male,21.88,4.28,6.4,1,73,121,116,11.1139051,10,3,8
8/5/24,9464,44,Female,22.3,7.57,9.27,5,23,14,174,9.005337445,2,4,9
12/17/24,6892,25,Female,21.1,3.36,6.26,5,15,78,132,7.357237959,10,5,7
3/22/24,6656,25,Other,20.02,0.56,4.54,7,71,67,63,10.26962391,7,2,5
8/8/24,6462,50,Other,21.88,7.17,9.28,7,0,62,166,5.60013009,9,8,5
7/29/24,2984,50,Other,22.82,7.38,8.56,5,40,11,118,11.26770811,3,6,9
2/11/24,9734,19,Other,21.52,5.97,8.45,8,89,221,74,6.698636249,4,9,8
9/8/24,2038,51,Male,20.67,2.57,5.91,8,20,260,124,11.61170944,4,1,9
7/8/24,1418,23,Male,20.25,0.82,4.57,2,14,261,55,5.645035804,1,1,4
5/27/24,6959,18,Female,22.7,3.8,5.1,10,75,198,11,8.80099152,1,5,2
2/17/24,3364,34,Other,22,4.02,6.02,2,35,251,146,4.348485445,5,3,7
3/9/24,7155,36,Other,23.58,6.05,6.46,2,50,298,33,8.585023386,1,2,9
12/14/24,2540,42,Male,23.97,7.32,7.35,10,36,214,125,9.167332211,8,7,2
1/21/24,7900,27,Male,22.58,7.86,9.27,8,61,228,65,5.035047449,4,7,1
